Gaia22cth,2.0,2.0,1.0,39368.303,11.17,-0.418,0.401,93.0,93.0,94.0,8438.353,1.0,1.0,0.0,0.705,0.958,3.095,0.0,0.0,66.0,29.0,0.2,0.947,966.855,49.693,11.0,3.0,0.119,-6.79,0.289,0.014,1933.71,0.0,1.194,-0.00443,0.00117,0.02882,0.1153,0.12383,-0.01322,0.01054,0.11162,0.18034,0.26819,0.16927,0.00858
Gaia22ctg,6.0,4.0,0.0,26709.243,10.84,-1.802,0.698,59.0,61.0,65.0,8334.544,1.0,0.0,0.0,0.046,0.985,2.204,0.0,0.0,49.0,16.0,0.031,0.969,658.67,6.385,16.0,7.0,0.169,-2.545,0.412,0.02,1317.34,0.0,0.434,-0.0101,0.00794,0.06916,0.14088,0.13791,0.01593,0.01015,0.14121,0.18826,0.19447,0.09099,0.01319
Gaia22csw,28.0,0.0,0.0,32825.503,4.32,-0.604,0.869,63.0,91.0,91.0,6851.714,1.0,0.0,0.0,0.714,1.0,0.62,0.0,0.0,46.0,45.0,0.703,0.989,864.135,-0.017,23.0,21.0,0.048,-0.722,0.157,0.008,1728.27,0.0,0.17,0.02232,0.04517,0.09255,0.2182,0.13708,-0.00129,0.00371,0.10246,0.14747,0.15159,0.06927,0.01148
Gaia22csv,21.0,3.0,0.0,53987.787,7.55,-0.502,0.817,127.0,145.0,148.0,6967.539,1.0,0.0,0.0,0.73,0.98,0.853,0.0,0.0,107.0,41.0,0.723,0.973,1413.315,3.076,48.0,18.0,0.051,-1.93,0.127,0.007,2826.63,0.0,0.301,0.00586,-0.00442,-0.00236,-0.00029,0.02206,-0.00057,-0.00129,0.03996,0.17117,0.47698,0.28543,0.00747
Gaia22csu,10.0,6.0,0.0,17697.918,1.57,-0.32,0.879,99.0,103.0,109.0,2069.055,1.0,1.0,0.0,0.835,1.0,0.349,0.0,0.0,93.0,16.0,0.128,0.991,694.44,5.705,83.0,10.0,0.015,-2.698,0.085,0.007,1388.88,0.0,0.154,0.00018,0.00203,0.01835,0.10673,0.10275,0.00068,0.00143,0.09437,0.21249,0.29733,0.15821,0.00544
Gaia22cst,35.0,0.0,0.0,33238.39,2.81,-0.46,0.969,66.0,101.0,101.0,5970.76,1.0,1.0,0.0,0.386,0.99,0.362,0.0,0.0,58.0,43.0,0.01,0.98,916.08,-1.511,58.0,43.0,0.028,-0.448,0.162,0.009,1832.16,0.0,0.049,0.0011,-0.00225,0.00124,0.01414,0.05438,-0.00323,0.01409,0.08914,0.20778,0.38154,0.23437,0.00771
Gaia22css,14.0,2.0,0.0,29277.227,5.51,-1.28,0.882,64.0,76.0,78.0,7274.91,1.0,0.0,0.0,0.423,1.0,0.988,0.0,0.0,50.0,28.0,0.41,0.987,755.48,2.494,37.0,11.0,0.072,-1.679,0.32,0.017,1510.96,0.0,0.12,0.02469,0.01177,0.07506,0.21152,0.12238,0.00884,-0.03156,0.06704,0.17174,0.2307,0.09455,0.01327
Gaia22csr,27.0,0.0,0.0,25152.562,37.04,-3.876,0.7,58.0,85.0,85.0,5113.339,1.0,0.0,0.0,0.035,0.306,6.568,0.0,1.0,45.0,40.0,0.024,0.294,729.985,0.097,14.0,19.0,0.441,0.022,0.945,0.055,1459.97,0.0,0.561,0.00139,0.01664,0.05805,0.14559,0.16308,-0.00039,0.00342,0.10634,0.17835,0.22619,0.10029,0.00107
Gaia22csf,25.0,3.0,0.0,46679.603,7.91,-1.072,0.869,94.0,116.0,119.0,7770.827,1.0,0.0,0.0,0.555,1.0,1.101,0.0,0.0,70.0,49.0,0.546,0.992,1178.35,2.898,37.0,22.0,0.067,-1.608,0.243,0.012,2356.7,0.0,0.171,-0.00607,0.01666,0.02417,0.07228,0.20161,0.03398,-0.0002,0.14709,0.14209,0.22085,0.13717,0.01035
Gaia22cse,17.0,3.0,3.0,28430.024,4.96,-0.43,0.764,134.0,148.0,148.0,2584.142,1.0,0.0,0.0,0.974,0.987,1.278,0.0,0.0,99.0,52.0,0.967,0.98,1035.875,13.275,55.0,48.0,0.033,-3.058,0.186,0.014,2071.75,0.0,0.312,0.00153,0.01284,0.05182,0.15268,0.19755,0.0013,0.00436,0.1011,0.16883,0.21578,0.08834,0.00388
Gaia22csb,4.0,0.0,0.0,3191.457,0.55,-0.434,0.751,5.0,9.0,9.0,6678.647,1.0,0.0,0.0,1.0,0.222,0.37,0.0,0.0,4.0,5.0,0.889,0.111,84.735,-2.49,4.0,5.0,0.069,0.271,0.193,0.01,169.47,0.0,0.362,-0.00118,0.0171,0.09435,0.21732,0.12008,-2e-05,0.00911,0.1672,0.19412,0.14764,0.03978,-0.0055
Gaia22crz,23.0,0.0,0.0,33694.619,4.59,-0.622,0.859,69.0,92.0,92.0,7009.699,1.0,0.0,0.0,0.478,0.989,0.669,0.0,0.0,55.0,37.0,0.467,0.978,880.3,0.216,26.0,9.0,0.05,-0.745,0.151,0.008,1760.6,0.0,0.212,-0.00826,0.02191,0.11676,0.28996,0.12983,0.00328,0.00466,0.05976,0.1385,0.14011,0.09571,0.00778
Gaia22crt,23.0,3.0,0.0,31819.17,3.03,-0.42,0.829,79.0,99.0,102.0,5509.97,1.0,0.0,0.0,0.118,0.99,0.443,0.0,0.0,46.0,56.0,0.108,0.98,900.76,2.836,16.0,18.0,0.03,-1.091,0.088,0.005,1801.52,0.0,0.244,0.00209,0.02265,0.09299,0.22945,0.17237,0.00459,0.01016,0.12363,0.14423,0.14366,0.04873,0.00544
Gaia22crs,14.0,5.0,0.0,38147.059,5.19,-1.065,0.908,106.0,115.0,120.0,5669.438,1.0,0.0,1.0,0.992,0.508,0.784,1.0,1.0,34.0,86.0,0.983,0.05,1069.675,5.145,23.0,21.0,0.044,2.306,0.24,0.013,2139.35,0.0,0.088,-0.00181,0.0253,0.08729,0.2207,0.21209,0.00349,0.00734,0.10877,0.1371,0.12467,0.07148,0.00359
