Gaia22csr,27.0,0.0,0.0,25152.562,37.04,-3.876,0.7,58.0,85.0,85.0,5113.339,1.0,0.0,0.0,0.035,0.306,6.568,0.0,1.0,45.0,40.0,0.024,0.294,729.985,0.097,14.0,19.0,0.441,0.022,0.945,0.055,1459.97,0.0,0.561,-0.00013,-0.00018,0.00178,0.00099,0.00294,0.00614,0.01059,0.01055,0.01723,0.02617,0.0341,0.03755,0.05595,0.05741,0.0808,0.04187,0.00096,0.00042,-0.00037,-0.00041,-0.00041,0.00122,0.00111,0.00498,0.0253,0.04762,0.04626,0.04989,0.05426,0.05788,0.06724,0.06862,0.06975,0.05693,0.03687,0.02031,0.00649,0.00189,0.00028,-0.00084
Gaia22cse,17.0,3.0,3.0,28430.024,4.96,-0.43,0.764,134.0,148.0,148.0,2584.142,1.0,0.0,0.0,0.974,0.987,1.278,0.0,0.0,99.0,52.0,0.967,0.98,1035.875,13.275,55.0,48.0,0.033,-3.058,0.186,0.014,2071.75,0.0,0.312,-0.00012,0.00019,0.00083,0.00277,0.00329,0.00424,0.00492,0.00888,0.01704,0.02413,0.03845,0.04884,0.0465,0.06777,0.11908,0.02772,0.00234,0.00073,0.00011,-2e-05,-0.00012,0.00037,0.00246,0.0098,0.03085,0.03566,0.04036,0.05231,0.04889,0.05372,0.06166,0.06463,0.07268,0.04499,0.03502,0.01865,0.00821,0.0018,0.00061,-0.00024
Gaia22crt,23.0,3.0,0.0,31819.17,3.03,-0.42,0.829,79.0,99.0,102.0,5509.97,1.0,0.0,0.0,0.118,0.99,0.443,0.0,0.0,46.0,56.0,0.108,0.98,900.76,2.836,16.0,18.0,0.03,-1.091,0.088,0.005,1801.52,0.0,0.244,0.00061,-0.0012,0.00107,0.00706,0.00674,0.00567,0.00831,0.01802,0.03069,0.04077,0.05158,0.07169,0.07545,0.09072,0.08928,0.02023,0.00356,0.00286,0.00068,0.00035,0.00012,-0.00068,0.00372,0.02781,0.03519,0.0407,0.04028,0.03836,0.04648,0.04605,0.04674,0.04446,0.04403,0.02577,0.01977,0.00857,0.00369,0.00438,-0.00088,0.00129
Gaia22crn,19.0,4.0,0.0,46058.108,4.55,-0.39,0.851,131.0,146.0,150.0,5380.701,1.0,1.0,1.0,0.773,0.993,0.521,0.0,0.0,110.0,40.0,0.653,0.973,1314.205,3.382,44.0,18.0,0.031,-1.946,0.089,0.005,2628.41,0.0,0.229,-0.00023,0.00092,4e-05,0.00186,-0.00082,-0.00102,-0.001,-0.00143,-0.00051,-0.00048,-1e-05,0.00091,0.00048,0.00929,0.01405,0.001,-0.00056,0.00059,-0.00074,0.00041,-0.00103,0.00176,0.00321,0.00938,0.01286,0.01971,0.02881,0.03859,0.05311,0.07866,0.10805,0.13135,0.15307,0.14753,0.11179,0.056,0.01869,0.00414,0.00198,-0.00041
Gaia22crm,29.0,0.0,0.0,23393.587,49.21,-3.18,0.287,37.0,66.0,66.0,6696.815,1.0,0.0,0.0,0.697,0.985,8.682,0.0,0.0,35.0,31.0,0.682,0.97,620.55,-1.048,8.0,5.0,0.757,0.112,0.915,0.049,1241.1,0.0,1.343,0.00037,-0.00015,0.00175,0.00184,0.00041,-0.00193,-0.00033,0.00248,0.00408,0.01687,0.02361,0.0373,0.0516,0.07256,0.08868,0.06214,0.00385,0.00152,-0.00052,-0.00104,-0.0009,0.0002,0.00343,0.01028,0.03287,0.04426,0.04869,0.05464,0.06573,0.062,0.06613,0.06603,0.06532,0.05584,0.03457,0.01753,0.00563,0.0028,-2e-05,-0.00013
Gaia22cqp,24.0,0.0,0.0,29054.754,4.32,-1.21,0.964,77.0,101.0,101.0,4882.064,1.0,1.0,0.0,0.98,0.168,0.712,0.0,1.0,38.0,63.0,0.941,0.158,856.355,0.278,26.0,28.0,0.043,1.075,0.336,0.02,1712.71,0.0,0.044,-0.00244,0.00303,-0.00029,0.00175,0.00543,0.0121,0.01518,0.0135,0.01942,0.04054,0.05421,0.06863,0.07648,0.07405,0.08459,0.06398,0.00594,0.00127,-0.00026,-0.00016,8e-05,0.00035,0.00181,0.01535,0.03559,0.03332,0.03583,0.03416,0.04039,0.04438,0.04271,0.06504,0.05949,0.02711,0.01501,0.00797,0.00317,0.0009,0.00013,0.00025
Gaia22cqo,64.0,0.0,0.0,55337.837,13.64,-1.665,0.898,100.0,164.0,164.0,6203.724,1.0,0.0,0.0,0.061,0.994,2.312,0.0,1.0,87.0,77.0,0.055,0.988,1505.825,-0.322,28.0,52.0,0.084,-0.018,0.447,0.024,3011.65,0.0,0.162,0.00069,-0.00047,0.00157,0.00388,0.00299,0.00556,0.00813,0.0139,0.021,0.0305,0.04027,0.0511,0.06167,0.07649,0.05375,0.00357,-0.00052,-0.00035,-0.00097,-0.00027,-0.00056,0.00131,0.00239,0.0056,0.02933,0.0392,0.05013,0.05041,0.05522,0.06003,0.0611,0.06778,0.06432,0.05981,0.04969,0.02359,0.00708,0.00123,0.00071,-0.00088
Gaia22cqn,6.0,4.0,4.0,51948.487,8.23,-2.118,0.806,157.0,159.0,159.0,5693.528,1.0,1.0,0.0,0.092,0.975,3.226,0.0,0.0,154.0,9.0,0.0,0.969,1454.585,34.603,154.0,9.0,0.051,-5.942,0.404,0.023,2909.17,0.0,0.389,-0.00018,0.0004,0.0,0.00022,0.00019,0.00025,0.00083,0.00147,0.00474,0.00972,0.02048,0.03006,0.03918,0.06395,0.08785,0.03529,0.00248,0.00068,7e-05,-1e-05,-0.00028,0.0004,0.00345,0.02031,0.04032,0.04751,0.0516,0.06055,0.06598,0.07364,0.07488,0.07582,0.06863,0.0569,0.03783,0.01824,0.00511,0.00134,0.00052,-0.00046
Gaia22cqm,11.0,3.0,2.0,33822.946,3.15,-0.205,0.421,118.0,126.0,127.0,4245.584,1.0,0.0,0.0,0.039,1.0,0.471,0.0,0.0,66.0,63.0,0.031,0.992,1044.405,19.806,7.0,11.0,0.025,-3.972,0.044,0.003,2088.81,0.0,0.867,-0.0004,0.00036,-0.00017,-0.00048,-0.00037,-0.00014,0.00063,0.0002,0.00227,0.00326,0.00706,0.01227,0.02615,0.04772,0.02693,0.00234,0.00029,0.00062,9e-05,-1e-05,-0.00035,0.00063,0.00345,0.01959,0.03162,0.04061,0.05231,0.06651,0.07832,0.09273,0.10757,0.11017,0.10855,0.08439,0.04885,0.01721,0.0068,0.00225,-0.00024,0.00041
Gaia22cqg,42.0,0.0,0.0,36232.37,4.27,-0.644,0.927,73.0,115.0,115.0,5593.264,1.0,0.0,0.0,0.513,1.0,0.633,0.0,0.0,52.0,63.0,0.504,0.991,1020.575,-0.604,22.0,22.0,0.037,-0.328,0.18,0.01,2041.15,0.0,0.106,0.00161,-0.00326,0.00441,0.00372,0.00373,0.00583,0.00444,0.00654,0.01491,0.03514,0.03445,0.04841,0.07073,0.09305,0.08399,0.04704,0.01008,0.00103,-0.00036,0.00034,-0.00117,0.00163,-0.00044,0.00654,0.02469,0.03516,0.04493,0.04146,0.04635,0.06799,0.05754,0.05964,0.04222,0.03596,0.03179,0.01785,0.01368,0.00533,0.00185,0.00117
Gaia22cpd,3.0,0.0,0.0,1606.319,1.68,-1.649,0.602,3.0,6.0,6.0,4396.876,1.0,0.0,1.0,0.833,0.5,1.63,0.0,0.0,3.0,3.0,0.667,0.0,49.025,-3.333,3.0,3.0,0.336,0.0,0.818,0.05,98.05,0.0,0.551,-0.00018,0.0005,0.00265,0.00702,0.00755,0.0097,0.01354,0.02807,0.0393,0.05363,0.06238,0.07839,0.08592,0.09453,0.04676,0.00363,0.00141,0.0006,0.00039,-0.00028,-0.00038,0.00054,0.00132,0.00345,0.02348,0.04027,0.04408,0.04406,0.04733,0.04677,0.0458,0.04409,0.04124,0.03442,0.02531,0.01459,0.00589,0.00176,0.00059,-0.00011
Gaia22cpa,36.0,0.0,0.0,30056.709,3.89,-0.886,0.953,57.0,93.0,93.0,5811.995,1.0,0.0,0.0,0.022,1.0,0.568,0.0,0.0,61.0,32.0,0.011,0.989,835.865,-0.892,47.0,27.0,0.042,-0.446,0.262,0.015,1671.73,0.0,0.05,0.00112,-0.00097,0.00105,0.00034,0.00099,0.00439,0.0023,0.00501,0.01388,0.01659,0.02683,0.03502,0.04458,0.0651,0.04315,0.00545,0.00953,0.00059,0.00535,-0.00495,-8e-05,0.00377,0.00487,0.00392,0.03242,0.04654,0.03463,0.0371,0.04095,0.04479,0.05822,0.06138,0.08714,0.12866,0.06401,0.04731,0.02375,0.00568,0.00062,-0.00102
Gaia22cov,13.0,3.0,0.0,24398.501,15.18,-1.397,0.701,89.0,99.0,102.0,3702.51,1.0,0.0,0.0,0.99,0.716,2.466,0.0,1.0,34.0,68.0,0.98,0.706,788.565,3.19,7.0,15.0,0.15,1.871,0.355,0.023,1577.13,0.0,0.47,9e-05,0.00018,0.00054,0.00125,0.0014,0.00204,0.00219,0.00607,0.01526,0.02645,0.03737,0.05001,0.06569,0.08329,0.0978,0.03849,0.00304,0.00216,-0.0001,0.00061,-8e-05,0.00031,0.00146,0.0064,0.03017,0.03988,0.04634,0.05128,0.05229,0.05689,0.05887,0.05753,0.05158,0.04638,0.03614,0.02191,0.00698,0.00199,0.00025,-0.0004
Gaia22coj,3.0,0.0,0.0,2519.505,1.03,-0.987,0.723,5.0,8.0,8.0,5595.183,1.0,0.0,0.0,0.75,0.25,0.941,0.0,0.0,4.0,4.0,0.625,0.125,70.96,-2.795,4.0,4.0,0.147,-0.002,0.48,0.027,141.92,0.0,0.42,0.00024,-0.00085,-0.00157,0.00168,0.00204,0.00313,0.01036,0.0176,0.04874,0.06068,0.07335,0.08892,0.0976,0.11788,0.0976,0.01215,0.00237,0.00418,-0.00053,0.00019,-0.00044,5e-05,0.00199,0.01117,0.03049,0.04728,0.04632,0.03849,0.03391,0.02897,0.02621,0.02272,0.01705,0.0266,0.01768,0.0102,0.00418,0.00105,0.00299,-0.00267
