0,BIRCH,K-Means,MiniBatchKMeans,BisectingKMeans,AggCluWard, Class
Gaia18cpx,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18cpj,4.0,6.0,6.0,4.0,7.0,unknown
Gaia18cpi,3.0,4.0,2.0,3.0,1.0,unknown
Gaia18cpg,7.0,4.0,1.0,2.0,1.0,CV
Gaia18cpc,7.0,1.0,5.0,2.0,1.0,unknown
Gaia18coz,7.0,1.0,5.0,2.0,1.0,CV
Gaia18cox,0.0,7.0,3.0,6.0,0.0,YSO
Gaia18cow,7.0,1.0,5.0,2.0,1.0,unknown
Gaia18cos,3.0,4.0,1.0,4.0,7.0,BL Lac
Gaia18cor,5.0,0.0,4.0,1.0,2.0,unknown
Gaia18coj,3.0,4.0,1.0,7.0,1.0,unknown
Gaia18coa,4.0,1.0,2.0,3.0,1.0,unknown
Gaia18cnz,1.0,7.0,3.0,6.0,4.0,Varstar
Gaia18cnp,7.0,1.0,2.0,3.0,1.0,unknown
Gaia18cnn,7.0,1.0,2.0,3.0,1.0,CV
Gaia18cnd,0.0,7.0,3.0,6.0,4.0,YSO
Gaia18cmx,0.0,3.0,3.0,7.0,0.0,unknown
Gaia18cmn,0.0,3.0,3.0,7.0,0.0,Varstar
Gaia18cmm,7.0,1.0,5.0,2.0,1.0,CV
Gaia18cml,0.0,6.0,3.0,7.0,0.0,unknown
Gaia18cmj,3.0,4.0,2.0,3.0,1.0,unknown
Gaia18cmi,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18cmf,5.0,0.0,0.0,1.0,2.0,CV
Gaia18cly,7.0,4.0,1.0,2.0,1.0,unknown
Gaia18clx,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18clv,4.0,5.0,6.0,4.0,7.0,unknown
Gaia18cls,4.0,6.0,6.0,5.0,7.0,unknown
Gaia18clr,4.0,5.0,6.0,4.0,0.0,unknown
Gaia18clp,3.0,3.0,3.0,7.0,5.0,unknown
Gaia18cln,7.0,1.0,5.0,2.0,1.0,unknown
Gaia18clf,7.0,1.0,2.0,3.0,1.0,unknown
Gaia18cld,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18ckw,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18cku,3.0,4.0,2.0,3.0,1.0,unknown
Gaia18ckn,5.0,0.0,1.0,0.0,2.0,unknown
Gaia18ckj,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18ckg,3.0,3.0,2.0,3.0,1.0,CV
Gaia18cjw,7.0,1.0,2.0,2.0,1.0,CV
Gaia18cjv,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18cju,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18cjo,3.0,6.0,6.0,7.0,0.0,unknown
Gaia18cjn,7.0,1.0,5.0,2.0,1.0,CV
Gaia18cjl,7.0,1.0,5.0,2.0,1.0,CV
Gaia18cjj,3.0,3.0,3.0,7.0,5.0,unknown
Gaia18cjd,7.0,0.0,0.0,2.0,1.0,unknown
Gaia18cjc,3.0,4.0,2.0,3.0,1.0,QSO
Gaia18cjb,0.0,6.0,6.0,5.0,0.0,unknown
Gaia18cja,4.0,5.0,6.0,4.0,7.0,unknown
Gaia18cix,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18cir,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18cih,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18cig,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18cic,4.0,5.0,2.0,3.0,1.0,unknown
Gaia18cht,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18chp,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18chb,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18cgw,7.0,1.0,5.0,2.0,1.0,unknown
Gaia18cgv,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18cgt,4.0,1.0,2.0,3.0,1.0,unknown
Gaia18cgr,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18cgq,0.0,4.0,3.0,5.0,1.0,YSO
Gaia18cgp,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18cgo,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18cgi,1.0,7.0,1.0,6.0,2.0,Nova
Gaia18cfy,0.0,6.0,3.0,7.0,0.0,unknown
Gaia18cfv,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18cfu,7.0,4.0,1.0,0.0,1.0,unknown
Gaia18cft,7.0,1.0,2.0,2.0,1.0,CV
Gaia18cfs,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18cfr,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18cfq,4.0,1.0,2.0,3.0,1.0,CV
Gaia18cfl,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18cfj,3.0,6.0,3.0,7.0,0.0,unknown
Gaia18cfi,6.0,2.0,5.0,2.0,6.0,unknown
Gaia18cfh,0.0,3.0,3.0,7.0,0.0,unknown
Gaia18cfg,4.0,5.0,6.0,4.0,7.0,BL Lac
Gaia18cfe,4.0,6.0,6.0,5.0,7.0,AGN
Gaia18cfa,0.0,7.0,3.0,5.0,0.0,symbiotic star
Gaia18cey,7.0,4.0,5.0,2.0,1.0,unknown
Gaia18cew,1.0,7.0,1.0,0.0,4.0,unknown
Gaia18cev,5.0,0.0,4.0,1.0,2.0,XRB
Gaia18ceu,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18ces,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18ceq,4.0,5.0,6.0,4.0,7.0,AGN
Gaia18cep,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18cen,3.0,4.0,1.0,2.0,1.0,unknown
Gaia18cee,5.0,0.0,0.0,1.0,2.0,SN IIn
Gaia18ced,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18cdu,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18cds,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18cdo,7.0,1.0,5.0,2.0,1.0,unknown
Gaia18cdg,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18cdd,3.0,4.0,1.0,5.0,1.0,unknown
Gaia18ccz,0.0,6.0,3.0,7.0,0.0,unknown
Gaia18ccw,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18ccj,7.0,0.0,5.0,2.0,1.0,unknown
Gaia18cci,7.0,4.0,2.0,3.0,1.0,unknown
Gaia18ccg,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18ccf,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18cbz,5.0,0.0,0.0,1.0,2.0,SN II
Gaia18cbw,7.0,1.0,2.0,3.0,1.0,CV
Gaia18cbv,7.0,1.0,5.0,2.0,1.0,CV
Gaia18cbt,5.0,0.0,0.0,1.0,2.0,CV
Gaia18cbn,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18cbm,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18cbg,4.0,5.0,6.0,4.0,7.0,QSO
Gaia18cba,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia18cav,4.0,5.0,6.0,4.0,7.0,QSO
Gaia18cau,7.0,1.0,2.0,2.0,1.0,CV
Gaia18cat,4.0,6.0,6.0,4.0,7.0,unknown
Gaia18cao,6.0,2.0,5.0,2.0,6.0,unknown
Gaia18can,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18cam,4.0,5.0,6.0,4.0,7.0,QSO
Gaia18cag,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia18cab,3.0,4.0,1.0,0.0,1.0,unknown
Gaia18bzz,7.0,1.0,2.0,3.0,1.0,CV
Gaia18bzx,4.0,4.0,6.0,3.0,1.0,QSO
Gaia18bzw,7.0,1.0,2.0,3.0,1.0,unknown
Gaia18bzv,3.0,3.0,2.0,3.0,5.0,SN Ia
Gaia18bzn,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18bzl,3.0,3.0,3.0,7.0,5.0,unknown
Gaia18bzh,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18bzb,7.0,1.0,2.0,3.0,1.0,unknown
Gaia18byw,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18byu,3.0,4.0,1.0,7.0,1.0,unknown
Gaia18bym,4.0,5.0,6.0,4.0,7.0,unknown
Gaia18byk,7.0,1.0,2.0,3.0,1.0,unknown
Gaia18bye,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18byd,7.0,1.0,2.0,3.0,1.0,unknown
Gaia18bxy,7.0,1.0,2.0,2.0,1.0,CV
Gaia18bxm,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18bxl,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18bxi,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18bxc,7.0,1.0,5.0,2.0,1.0,unknown
Gaia18bxa,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bww,3.0,4.0,2.0,3.0,5.0,unknown
Gaia18bwi,0.0,7.0,3.0,5.0,0.0,YSO
Gaia18bvz,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18bvv,4.0,5.0,6.0,4.0,7.0,BL Lac
Gaia18bvq,4.0,4.0,2.0,3.0,1.0,unknown
Gaia18bvp,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18bvm,3.0,3.0,3.0,7.0,5.0,unknown
Gaia18bvk,5.0,0.0,1.0,0.0,2.0,SN II
Gaia18bvj,7.0,1.0,2.0,2.0,1.0,CV
Gaia18bvg,5.0,0.0,4.0,0.0,2.0,Nova
Gaia18bve,4.0,4.0,1.0,3.0,1.0,unknown
Gaia18buz,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia18buy,7.0,1.0,2.0,3.0,1.0,unknown
Gaia18bur,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18buo,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia18buh,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18bue,7.0,0.0,4.0,0.0,2.0,unknown
Gaia18buc,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18btz,3.0,3.0,3.0,7.0,5.0,unknown
Gaia18bts,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18btc,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18bta,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18bsj,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18brq,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18brp,7.0,1.0,2.0,3.0,1.0,unknown
Gaia18brn,3.0,0.0,4.0,0.0,1.0,SN Ia
Gaia18bre,0.0,4.0,3.0,5.0,0.0,YSO
Gaia18bra,7.0,1.0,2.0,3.0,1.0,CV
Gaia18bqu,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18bqm,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18bqi,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bqa,5.0,0.0,0.0,1.0,2.0,SN Ic-BL
Gaia18bpz,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18bps,3.0,3.0,3.0,7.0,5.0,unknown
Gaia18bpl,4.0,0.0,0.0,1.0,1.0,SN IIn
Gaia18boz,4.0,5.0,6.0,4.0,7.0,unknown
Gaia18boy,5.0,0.0,0.0,1.0,2.0,Nova
Gaia18boh,3.0,4.0,2.0,3.0,1.0,unknown
Gaia18bod,7.0,5.0,5.0,2.0,1.0,unknown
Gaia18boc,5.0,0.0,4.0,0.0,2.0,SN Ib/c
Gaia18bnq,5.0,0.0,0.0,1.0,2.0,SN II
Gaia18bno,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18bmv,5.0,0.0,4.0,1.0,2.0,SN Ic
Gaia18bmt,0.0,6.0,3.0,5.0,0.0,ULENS
Gaia18bmn,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bml,2.0,1.0,7.0,2.0,3.0,CV
Gaia18blw,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia18bls,7.0,5.0,2.0,3.0,1.0,QSO
Gaia18bla,4.0,5.0,6.0,4.0,7.0,AGN
Gaia18bkm,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18bkl,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18bkj,5.0,0.0,4.0,1.0,2.0,unknown
Gaia18bkh,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia18bkf,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18bjw,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bjm,3.0,4.0,2.0,3.0,1.0,unknown
Gaia18bje,4.0,1.0,2.0,3.0,1.0,CV
Gaia18bjd,0.0,6.0,6.0,3.0,7.0,unknown
Gaia18biz,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18bis,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bif,7.0,0.0,0.0,1.0,2.0,unknown
Gaia18bib,0.0,7.0,1.0,6.0,1.0,unknown
Gaia18bhu,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bhq,7.0,0.0,5.0,2.0,1.0,unknown
Gaia18bhp,4.0,1.0,2.0,2.0,1.0,unknown
Gaia18bhb,7.0,1.0,5.0,3.0,1.0,unknown
Gaia18bgv,7.0,1.0,2.0,3.0,1.0,unknown
Gaia18bgs,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18bgk,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18bgj,4.0,5.0,6.0,4.0,7.0,unknown
Gaia18bfy,3.0,3.0,3.0,7.0,5.0,YSO
Gaia18bft,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bfs,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18bfp,3.0,4.0,3.0,7.0,1.0,unknown
Gaia18bfo,4.0,4.0,1.0,3.0,1.0,YSO
Gaia18bfc,7.0,1.0,5.0,2.0,1.0,unknown
Gaia18bev,0.0,3.0,3.0,7.0,0.0,unknown
Gaia18beu,0.0,4.0,1.0,5.0,0.0,YSO
Gaia18bes,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia18ber,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bep,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18bee,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bec,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18bdw,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bdv,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18bdn,3.0,6.0,1.0,5.0,0.0,YSO
Gaia18bcp,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18bcb,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18bbu,4.0,5.0,6.0,4.0,7.0,QSO
Gaia18bbe,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18baw,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18bau,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18bat,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18bam,5.0,0.0,4.0,0.0,2.0,SN Ib
Gaia18bad,3.0,4.0,1.0,3.0,1.0,unknown
Gaia18azy,5.0,0.0,1.0,0.0,2.0,unknown
Gaia18azu,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18azp,7.0,1.0,5.0,2.0,1.0,CV
Gaia18azm,5.0,0.0,1.0,0.0,2.0,SN Ia
Gaia18azl,0.0,6.0,6.0,5.0,0.0,star
Gaia18azj,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18azh,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18azd,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18ayy,4.0,5.0,6.0,4.0,7.0,unknown
Gaia18ayx,3.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18ayp,4.0,5.0,6.0,4.0,7.0,QSO
Gaia18aya,4.0,1.0,2.0,3.0,1.0,unknown
Gaia18axx,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18axl,4.0,5.0,6.0,4.0,7.0,unknown
Gaia18axf,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18awu,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18aws,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18awq,3.0,0.0,1.0,0.0,0.0,unknown
Gaia18awn,0.0,6.0,6.0,4.0,7.0,BL Lac
Gaia18awi,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18awg,7.0,1.0,2.0,2.0,1.0,unknown
Gaia18awd,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18awc,4.0,0.0,4.0,0.0,2.0,SN IIn
Gaia18avx,1.0,7.0,1.0,5.0,2.0,unknown
Gaia18avt,7.0,0.0,5.0,1.0,2.0,unknown
Gaia18auz,4.0,4.0,2.0,3.0,7.0,unknown
Gaia18auy,3.0,3.0,3.0,7.0,5.0,Varstar
Gaia18auw,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18aun,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18aum,7.0,4.0,2.0,2.0,1.0,unknown
Gaia18aul,7.0,1.0,5.0,2.0,1.0,unknown
Gaia18auk,7.0,1.0,5.0,2.0,1.0,unknown
Gaia18aue,3.0,1.0,2.0,3.0,1.0,unknown
Gaia18atr,3.0,3.0,2.0,3.0,1.0,unknown
Gaia18atq,0.0,7.0,3.0,6.0,0.0,Varstar
Gaia18ato,5.0,0.0,0.0,1.0,2.0,CV
Gaia18atl,0.0,7.0,3.0,5.0,0.0,unknown
Gaia18atj,3.0,3.0,3.0,7.0,5.0,unknown
Gaia18ata,5.0,0.0,0.0,1.0,2.0,Nova
Gaia18asv,0.0,5.0,6.0,4.0,0.0,unknown
Gaia18asr,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18asq,0.0,3.0,3.0,7.0,0.0,YSO
Gaia18asi,4.0,1.0,2.0,2.0,1.0,XRB
Gaia18asf,0.0,7.0,1.0,5.0,0.0,unknown
Gaia18ase,0.0,6.0,3.0,5.0,1.0,unknown
Gaia18arw,7.0,1.0,5.0,2.0,1.0,CV
Gaia18art,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18arp,3.0,3.0,3.0,7.0,5.0,unknown
Gaia18aro,7.0,1.0,2.0,3.0,1.0,unknown
Gaia18arn,0.0,6.0,6.0,5.0,0.0,Varstar
Gaia18arl,3.0,3.0,2.0,3.0,5.0,unknown
Gaia18ari,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18aqp,7.0,0.0,1.0,0.0,2.0,unknown
Gaia18apz,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia18apg,3.0,6.0,1.0,5.0,0.0,unknown
Gaia18apf,7.0,1.0,5.0,2.0,2.0,unknown
Gaia18apd,4.0,5.0,6.0,4.0,7.0,SN II
Gaia18apc,4.0,5.0,6.0,4.0,7.0,unknown
Gaia18aot,4.0,4.0,2.0,3.0,1.0,unknown
Gaia18aos,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18aon,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18aol,5.0,0.0,0.0,1.0,2.0,CV
Gaia18aoi,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18aod,4.0,1.0,5.0,2.0,1.0,Nova
Gaia18anr,5.0,0.0,4.0,0.0,2.0,SN IIn
Gaia18anm,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18ank,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18amm,3.0,0.0,1.0,0.0,1.0,unknown
Gaia18aml,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia18amk,4.0,5.0,6.0,4.0,7.0,AGN
Gaia18alw,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia18als,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18all,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18alj,5.0,0.0,4.0,0.0,2.0,unknown
Gaia18alf,3.0,6.0,6.0,5.0,0.0,unknown
Gaia18ale,0.0,7.0,3.0,6.0,0.0,unknown
Gaia18akt,0.0,6.0,6.0,5.0,0.0,Varstar
Gaia18akq,7.0,0.0,0.0,1.0,2.0,unknown
Gaia18akn,0.0,6.0,6.0,5.0,0.0,unknown
Gaia18akl,3.0,3.0,3.0,7.0,5.0,unknown
Gaia18aki,3.0,3.0,2.0,3.0,5.0,unknown
Gaia18akg,3.0,5.0,2.0,3.0,7.0,unknown
Gaia18akc,0.0,3.0,3.0,7.0,0.0,ULENS
Gaia18akb,0.0,6.0,3.0,7.0,0.0,ULENS
Gaia18ajy,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18aju,0.0,3.0,3.0,7.0,4.0,unknown
Gaia18ajt,3.0,3.0,3.0,7.0,5.0,ULENS
Gaia18ajs,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18ajn,5.0,0.0,1.0,0.0,2.0,unknown
Gaia18ajl,1.0,7.0,3.0,6.0,4.0,unknown
Gaia18ajj,0.0,7.0,3.0,5.0,0.0,unknown
Gaia18aji,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18aip,3.0,6.0,6.0,5.0,0.0,unknown
Gaia18aif,5.0,0.0,1.0,0.0,2.0,SN Ia
Gaia18ahv,5.0,0.0,0.0,1.0,2.0,SN II
Gaia18ahs,4.0,1.0,2.0,3.0,1.0,unknown
Gaia18ahq,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18ahj,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18agw,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18ags,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia18agb,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18afw,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia18afv,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18afq,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia18afm,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18afl,7.0,4.0,2.0,3.0,1.0,unknown
Gaia18afh,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18afe,4.0,4.0,6.0,3.0,7.0,unknown
Gaia18aen,0.0,6.0,3.0,5.0,0.0,unknown
Gaia18aek,1.0,0.0,0.0,1.0,4.0,SN Ia
Gaia18aeg,5.0,0.0,0.0,1.0,2.0,SN II
Gaia18aef,7.0,1.0,2.0,3.0,1.0,CV
Gaia18ado,3.0,3.0,3.0,7.0,5.0,unknown
Gaia18adn,0.0,7.0,3.0,6.0,0.0,unknown
Gaia18acs,4.0,5.0,6.0,2.0,7.0,unknown
Gaia18acq,3.0,4.0,7.0,0.0,1.0,unknown
Gaia18acg,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18ace,4.0,5.0,2.0,4.0,7.0,unknown
Gaia18aca,5.0,0.0,0.0,1.0,2.0,unknown
Gaia18abp,5.0,0.0,4.0,0.0,2.0,SN II
Gaia18abk,2.0,0.0,7.0,0.0,3.0,SN Ia
Gaia18aav,5.0,0.0,4.0,0.0,2.0,SN Ic
Gaia18aao,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17dkh,5.0,0.0,0.0,1.0,2.0,SN IIn
Gaia17djh,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17dir,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17dim,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17dia,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17dhz,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17dhx,4.0,5.0,6.0,4.0,7.0,unknown
Gaia17dhv,7.0,4.0,2.0,3.0,1.0,unknown
Gaia17dhq,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17dgr,5.0,0.0,4.0,0.0,2.0,SN IIn
Gaia17dgk,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17dgc,4.0,5.0,6.0,4.0,7.0,unknown
Gaia17dgb,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17dfz,5.0,0.0,4.0,0.0,2.0,SN Ic
Gaia17dfx,5.0,0.0,4.0,0.0,2.0,SN II
Gaia17dfw,6.0,0.0,5.0,0.0,6.0,unknown
Gaia17dfq,3.0,4.0,3.0,7.0,0.0,unknown
Gaia17dfn,3.0,4.0,2.0,3.0,1.0,unknown
Gaia17dez,4.0,5.0,6.0,3.0,7.0,QSO
Gaia17ddp,3.0,3.0,3.0,7.0,5.0,unknown
Gaia17ddn,5.0,0.0,4.0,0.0,2.0,SN II
Gaia17dda,4.0,5.0,6.0,4.0,7.0,BL Lac
Gaia17dcj,5.0,0.0,0.0,1.0,2.0,SN IIn
Gaia17dax,5.0,0.0,1.0,0.0,2.0,unknown
Gaia17czn,0.0,7.0,3.0,6.0,0.0,YSO
Gaia17czm,4.0,5.0,6.0,4.0,7.0,QSO
Gaia17czh,3.0,4.0,1.0,5.0,1.0,unknown
Gaia17czb,3.0,3.0,3.0,7.0,5.0,unknown
Gaia17cyk,5.0,0.0,4.0,0.0,2.0,SN IIn
Gaia17cxa,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17cws,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17cwp,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17cwe,7.0,0.0,0.0,1.0,2.0,unknown
Gaia17cwd,7.0,1.0,2.0,2.0,1.0,unknown
Gaia17cvx,3.0,0.0,1.0,0.0,1.0,unknown
Gaia17cvm,0.0,3.0,3.0,7.0,5.0,unknown
Gaia17cvl,0.0,6.0,6.0,7.0,0.0,unknown
Gaia17cvb,5.0,0.0,4.0,1.0,2.0,unknown
Gaia17cuy,7.0,1.0,5.0,2.0,1.0,unknown
Gaia17cuv,1.0,7.0,3.0,6.0,4.0,unknown
Gaia17cuu,0.0,6.0,3.0,5.0,0.0,YSO
Gaia17cuq,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17cup,5.0,0.0,4.0,1.0,2.0,unknown
Gaia17cul,0.0,6.0,1.0,5.0,0.0,unknown
Gaia17cui,4.0,6.0,6.0,4.0,7.0,BL Lac
Gaia17cuh,7.0,4.0,1.0,7.0,1.0,unknown
Gaia17ctn,3.0,3.0,6.0,3.0,0.0,unknown
Gaia17ctm,1.0,4.0,2.0,3.0,4.0,unknown
Gaia17ctl,3.0,4.0,1.0,0.0,1.0,ULENS
Gaia17ctk,5.0,0.0,1.0,0.0,2.0,unknown
Gaia17cti,4.0,5.0,6.0,4.0,7.0,BL Lac
Gaia17ctf,5.0,0.0,4.0,1.0,2.0,unknown
Gaia17ctd,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17css,4.0,4.0,6.0,4.0,7.0,unknown
Gaia17cso,5.0,0.0,1.0,0.0,2.0,unknown
Gaia17csl,5.0,0.0,0.0,0.0,2.0,SN Ia
Gaia17csf,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17crn,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17crm,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia17cqu,3.0,4.0,2.0,3.0,1.0,unknown
Gaia17cqr,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17cqq,5.0,0.0,1.0,0.0,2.0,SN IIb
Gaia17cqp,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17cql,7.0,1.0,2.0,3.0,1.0,CV
Gaia17cqf,5.0,0.0,0.0,1.0,2.0,SN II
Gaia17cpt,5.0,0.0,0.0,1.0,2.0,CV
Gaia17cpj,5.0,0.0,4.0,0.0,2.0,SN Ic
Gaia17cpe,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17coj,4.0,5.0,6.0,4.0,7.0,BL Lac
Gaia17cod,5.0,0.0,0.0,1.0,2.0,SN II
Gaia17cnm,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17cnd,5.0,0.0,1.0,0.0,2.0,unknown
