0,BIRCH,K-Means,MiniBatchKMeans,BisectingKMeans,AggCluWard, Class
Gaia16ald,7.0,1.0,5.0,2.0,1.0,unknown
Gaia16alb,5.0,0.0,1.0,0.0,2.0,SN IIP
Gaia16akw,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16akr,4.0,4.0,2.0,3.0,1.0,unknown
Gaia16akq,7.0,1.0,2.0,2.0,1.0,unknown
Gaia16akd,7.0,0.0,5.0,2.0,1.0,unknown
Gaia16ajy,5.0,0.0,0.0,1.0,2.0,SN
Gaia16ajr,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16ajp,0.0,6.0,3.0,5.0,0.0,unknown
Gaia16ajj,4.0,5.0,6.0,4.0,7.0,QSO
Gaia16aix,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16aio,5.0,0.0,5.0,1.0,1.0,unknown
Gaia16aik,3.0,4.0,2.0,3.0,1.0,unknown
Gaia16aie,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16aib,4.0,5.0,6.0,4.0,7.0,unknown
Gaia16aia,3.0,4.0,2.0,3.0,1.0,unknown
Gaia16ahx,7.0,0.0,0.0,1.0,2.0,unknown
Gaia16aht,7.0,0.0,0.0,2.0,2.0,unknown
Gaia16ahs,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16ahr,7.0,1.0,2.0,2.0,1.0,unknown
Gaia16ahq,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16ahp,5.0,0.0,1.0,0.0,2.0,unknown
Gaia16ahn,7.0,2.0,5.0,2.0,1.0,unknown
Gaia16ahk,7.0,1.0,5.0,2.0,1.0,unknown
Gaia16ahi,7.0,1.0,2.0,2.0,1.0,CV
Gaia16ahd,3.0,1.0,2.0,2.0,1.0,unknown
Gaia16ahb,7.0,1.0,2.0,2.0,7.0,unknown
Gaia16agz,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16agy,7.0,0.0,7.0,1.0,1.0,unknown
Gaia16agw,5.0,1.0,5.0,2.0,1.0,unknown
Gaia16agv,4.0,4.0,1.0,3.0,0.0,YSO
Gaia16agu,3.0,6.0,3.0,5.0,0.0,YSO
Gaia16agn,7.0,1.0,2.0,2.0,1.0,unknown
Gaia16agh,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16agf,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16afz,7.0,1.0,5.0,2.0,1.0,CV
Gaia16afy,4.0,5.0,6.0,4.0,7.0,BL Lac
Gaia16afv,1.0,7.0,3.0,6.0,4.0,YSO
Gaia16afu,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16aft,0.0,4.0,1.0,5.0,0.0,YSO
Gaia16afs,7.0,1.0,2.0,3.0,1.0,unknown
Gaia16afh,7.0,1.0,5.0,2.0,1.0,CV
Gaia16afg,7.0,4.0,2.0,3.0,1.0,unknown
Gaia16ael,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16aej,4.0,5.0,2.0,3.0,1.0,unknown
Gaia16aei,7.0,3.0,2.0,3.0,1.0,unknown
Gaia16aeh,7.0,1.0,2.0,2.0,1.0,unknown
Gaia16aeg,5.0,0.0,4.0,0.0,2.0,SN IIb
Gaia16aed,3.0,0.0,1.0,0.0,1.0,SN Ia
Gaia16ady,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16adt,7.0,1.0,5.0,2.0,1.0,unknown
Gaia16ado,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16adj,7.0,1.0,2.0,2.0,1.0,unknown
Gaia16adi,7.0,1.0,2.0,3.0,1.0,unknown
Gaia16adh,7.0,1.0,5.0,2.0,1.0,CV
Gaia16adb,4.0,5.0,2.0,3.0,7.0,unknown
Gaia16acz,3.0,1.0,2.0,3.0,5.0,unknown
Gaia16acy,7.0,4.0,2.0,3.0,1.0,unknown
Gaia16aco,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16abw,4.0,4.0,2.0,3.0,1.0,QSO
Gaia16abv,3.0,4.0,2.0,3.0,7.0,unknown
Gaia16abk,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16abj,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16aav,4.0,4.0,2.0,3.0,1.0,unknown
Gaia16aau,0.0,5.0,6.0,4.0,0.0,RCrB
Gaia16aad,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia16aac,5.0,0.0,4.0,0.0,2.0,unknown
Gaia15age,7.0,0.0,4.0,0.0,1.0,unknown
Gaia15afz,7.0,1.0,2.0,2.0,1.0,unknown
