0,K-Means,DBSCAN,MiniBatchKMeans,BisectingKMeans,AggCluAvarage,AggCluComplete,AggCluSingle,AggCluWard, Class
Gaia20agz,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia20agr,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia20agm,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia20agl,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia20agb,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia20afw,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia20afu,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,unknown
Gaia20afo,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia20afi,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia20afc,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia20aew,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia20aeu,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia20aer,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia20aep,6.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,unknown
Gaia20aeo,6.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia20aek,6.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia20aei,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia20aee,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia20adv,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia20adt,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia20ads,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia20adq,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia20ado,3.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,YSO
Gaia20adn,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia20adl,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia20acx,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia20acv,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia20ack,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia20ace,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia20acb,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia20aca,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia20abz,5.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia20aby,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia20abu,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,CV
Gaia20abo,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia20abm,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,CV
Gaia20abf,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,YSO
Gaia20abc,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia20aaz,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,SN Ic
Gaia20aay,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,QSO
Gaia20aax,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia20aaq,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia20aao,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia20aan,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia20aaj,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia20aaf,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia20aab,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19fup,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fuo,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,unknown
Gaia19fui,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia19fub,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia19ftw,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ib
Gaia19ftn,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia19ftd,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,BL Lac
Gaia19ftc,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia19fsu,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19fst,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,unknown
Gaia19fss,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fso,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19fsg,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia19frv,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19frs,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia19frd,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia19frb,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia19fqx,3.0,0.0,6.0,1.0,0.0,1.0,0.0,5.0,QSO
Gaia19fqt,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia19fqm,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19fqc,0.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,unknown
Gaia19fpn,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia19fpk,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fpj,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19fpb,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19foo,3.0,0.0,6.0,4.0,0.0,1.0,0.0,5.0,QSO
Gaia19fon,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,CV
Gaia19fok,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia19foj,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia19fnn,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19fnk,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19fnj,6.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia19fng,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19fnf,6.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia19fna,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia19fmz,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia19fmu,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fmt,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19fmr,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia19fly,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia19flp,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19flo,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19fln,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19fll,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia19flk,6.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,Varstar
Gaia19flg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,AGN
Gaia19flf,6.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19fle,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,unknown
Gaia19fkw,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19fku,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19fkt,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,BL Lac
Gaia19fks,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia19fkr,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19fkq,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia19fkp,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fko,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BL Lac
Gaia19fkg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19fke,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19fka,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19fjz,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19fju,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19fjt,4.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19fjs,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia19fjo,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia19fjj,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fje,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia19fiz,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19fix,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fiu,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia19fiq,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19fip,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,unknown
Gaia19fio,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fim,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19fig,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fhw,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia19fhp,3.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia19fhn,2.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,ULENS
Gaia19fhm,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19fhg,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia19fgw,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19fgv,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19fgo,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia19fgn,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fgi,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia19fge,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia19ffx,6.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19ffk,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia19ffi,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19ffg,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia19fff,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia19ffb,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19fes,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia19fdx,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia19fdb,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,QSO
Gaia19fda,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia19fcu,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,QSO
Gaia19fct,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia19fcr,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19fco,2.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia19fby,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19fbr,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19fbl,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19fbb,6.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,QSO
Gaia19fba,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19fau,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia19far,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19ezx,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19ezw,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19ezt,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19ezs,5.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia19ezl,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia19ezk,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19ezg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19ezf,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19ezc,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia19eyy,6.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19eyr,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19eyq,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia19eyp,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia19eyo,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19eyg,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia19eye,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia19exy,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19exm,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19exh,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia19exe,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,SN IIn
Gaia19ewy,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19ewx,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19ews,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19ewr,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19ewo,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19ewl,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19ewi,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19ewf,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19ewc,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19ewb,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19evw,2.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,unknown
Gaia19evo,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,QSO
Gaia19evk,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ib
Gaia19evg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19evf,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia19eve,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19eux,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19euw,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19euu,2.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,unknown
Gaia19eua,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19etx,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19etw,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,SN Ia
Gaia19ett,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19etq,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia19etn,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia19esp,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia19eso,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia19esn,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia19esm,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19erz,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19erp,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,CV
Gaia19erm,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19eqt,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19eqr,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,SN Ic-BL
Gaia19eql,6.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia19epy,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19epr,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19epp,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19epm,3.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,unknown
Gaia19epl,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19epk,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19epj,6.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19epi,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia19epg,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19epf,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19epa,0.0,0.0,4.0,6.0,0.0,1.0,0.0,1.0,SN IIn
Gaia19eoz,4.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19eop,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19eoo,6.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,unknown
Gaia19eon,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19eom,2.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia19eoi,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19eog,5.0,-1.0,2.0,1.0,6.0,2.0,2.0,2.0,unknown
Gaia19eoe,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia19eoc,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,unknown
Gaia19ens,6.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia19eno,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia19enm,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19enk,6.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19emy,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia19emx,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19emr,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia19emq,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia19emp,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19emm,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19emj,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19emi,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia19emh,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19emg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19emc,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19ely,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19elx,3.0,0.0,6.0,4.0,0.0,1.0,0.0,1.0,unknown
Gaia19elw,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19els,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia19elj,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19elh,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19elc,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19ela,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19ekx,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN II
Gaia19ekv,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,AGN
Gaia19eks,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,TDE
Gaia19ekr,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19ekk,6.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19eka,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19ejv,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia19ejl,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia19ejh,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19ejg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19eje,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia19ejc,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,BL Lac
Gaia19eik,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19eif,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19eic,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19ehx,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19ehw,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,SN Ia
Gaia19ehp,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,CV
Gaia19ehb,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia19egv,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19egs,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19egp,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN IIP
Gaia19egn,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19egk,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19egg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19egf,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19efx,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia19efw,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19eft,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19efs,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19efr,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19efo,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia19eff,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19eey,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19een,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,star
Gaia19eei,2.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,YSO
Gaia19eeb,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,YSO
Gaia19eea,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,SN Ia
Gaia19edt,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia19edq,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19edm,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19edi,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia19edc,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia19ecs,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19ecd,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia19ecb,6.0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,unknown
Gaia19eca,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia19eby,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia19ebv,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19ebo,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia19ebj,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia19ebg,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia19ebe,5.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19ebd,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19ebc,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia19dzz,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia19dzo,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,CV
Gaia19dzh,6.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,dM
Gaia19dzg,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia19dyz,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia19dyy,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
