0,K-Means,DBSCAN,MiniBatchKMeans,BisectingKMeans,AggCluAvarage,AggCluComplete,AggCluSingle,AggCluWard, Class
Gaia21bsv,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21bsu,2.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,unknown
Gaia21bsq,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21bsp,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21bsi,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,YSO
Gaia21bsh,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia21bsg,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21bsc,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21brw,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,dM
Gaia21bru,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21brn,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21brm,6.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,unknown
Gaia21brj,2.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21bri,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21brh,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21brf,2.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,unknown
Gaia21brd,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia21bqz,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia21bqw,6.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,unknown
Gaia21bqv,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21bqo,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21bqk,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia21bqh,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21bqe,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia21bqb,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21bpx,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bpw,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bpu,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21bpr,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bpq,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21bpp,6.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia21bpj,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21bpi,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bpd,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21bpa,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21boy,4.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21bow,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21bov,6.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,unknown
Gaia21bon,6.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21bom,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21bok,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21boi,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21boh,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21bno,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,AGN
Gaia21bnh,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21bng,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,unknown
Gaia21bmz,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21bmx,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21bmv,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21bmp,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21bmm,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21bmk,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21bmh,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia21bmb,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21blz,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21bly,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21blx,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21blw,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,QSO
Gaia21blq,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21blp,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21bll,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21blj,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21bli,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,QSO
Gaia21blg,2.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21ble,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bkp,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21bkk,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,CV
Gaia21bkd,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia21bjw,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21bjc,5.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,unknown
Gaia21bja,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,YSO
Gaia21bix,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21bim,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,AGN
Gaia21bhz,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21bhx,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,QSO
Gaia21bhw,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21bhr,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21bhl,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,CV
Gaia21bhf,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21bhe,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bgz,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,unknown
Gaia21bgy,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21bgx,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,QSO
Gaia21bgm,4.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21bgi,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21bgd,3.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia21bfw,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,QSO
Gaia21bfv,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,YSO
Gaia21bfs,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21bfi,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21bfh,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bfb,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,CV
Gaia21bev,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21bep,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21bel,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia21bek,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21beh,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21bec,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21beb,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21bdt,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21bdr,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia21bdo,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21bdh,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21bde,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21bcq,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21bco,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21bcn,6.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia21bcj,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21bch,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bcf,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21bcb,3.0,0.0,6.0,4.0,0.0,1.0,0.0,5.0,unknown
Gaia21bbx,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21bbt,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21bbq,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21bbj,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21bbh,5.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21bbe,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bba,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21baz,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21baw,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bat,0.0,0.0,1.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21ban,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia21bal,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21bak,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21bai,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21bac,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21azx,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia21azw,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21azv,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21azu,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21azt,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21azp,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21azo,6.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21azk,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21aze,6.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia21azd,6.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21azc,6.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21azb,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21aza,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21ays,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21ayp,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia21ayo,2.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21ayl,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21ayk,6.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia21ayi,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21ayg,6.0,0.0,6.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia21ayf,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21ayc,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21axx,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21axw,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21axv,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21axt,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21axs,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21axr,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21axp,6.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia21axn,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21axl,6.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21axk,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21axj,6.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21axh,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21axg,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21axe,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,CV
Gaia21axc,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21awy,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia21awr,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21awq,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21awp,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21awo,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21awn,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21awm,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,Nova
Gaia21awl,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21awk,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,CV
Gaia21awj,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21awi,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21awh,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21awg,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21awd,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21avw,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21avv,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21avu,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21avt,0.0,0.0,1.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21avp,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia21avk,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21ave,2.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,unknown
Gaia21avc,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia21avb,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21ava,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21auz,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21auy,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21aux,3.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,
Gaia21auw,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21auv,3.0,0.0,6.0,4.0,0.0,1.0,0.0,5.0,unknown
Gaia21aup,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21aul,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia21aue,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21aud,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia21aua,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21atr,6.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,unknown
Gaia21atm,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21atj,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21atf,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21ata,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21asx,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21asv,6.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21ast,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,BL Lac
Gaia21ass,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21asr,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21asl,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21arw,5.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,CV
Gaia21arv,6.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia21art,5.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21ars,6.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia21arq,6.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,YSO
Gaia21arp,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21aro,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,BL Lac
Gaia21arn,3.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia21arl,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21arj,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21ara,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21aqz,3.0,0.0,6.0,6.0,0.0,1.0,0.0,1.0,AGN
Gaia21aqy,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21aqv,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21aqd,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN II
Gaia21apz,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia21apv,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21apu,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21apj,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21aph,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21apg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21aor,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21aoo,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,AGN
Gaia21aoj,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21aoc,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21aob,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21anz,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21ant,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,SN Ia
Gaia21anr,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21anm,6.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21anl,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia21ane,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21anc,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,AGN
Gaia21amz,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21amt,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia21amq,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21amg,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21amb,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21alz,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21alw,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21alu,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,AGN
Gaia21all,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia21alh,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21alb,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21akz,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21akp,6.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,YSO
Gaia21ako,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21akl,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21aki,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21akg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21akb,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21ajz,4.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21ajy,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia21ajv,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21aju,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21ajt,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21aje,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21ajc,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21aja,6.0,0.0,6.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia21aiz,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21aiv,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia21aiu,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21ais,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia21air,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21aiq,1.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,unknown
Gaia21aio,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia21aib,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21ahy,6.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,SN Ia
Gaia21ahr,6.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21aho,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21ahd,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia21agz,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia21agx,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21agj,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21agi,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21afx,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21afr,3.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia21afq,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,QSO
Gaia21afn,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21afl,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,YSO
Gaia21afk,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,unknown
Gaia21afj,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21afi,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21aeu,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia21aeq,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia21aeo,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,AGN
Gaia21aei,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,QSO
Gaia21adr,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21adn,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21adi,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia21acz,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,BL Lac
Gaia21acm,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,QSO
Gaia21acj,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21aci,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21ach,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia21abx,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia21abw,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,CV
Gaia21abv,0.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,CV
Gaia21abr,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21abo,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia21abn,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,SN II
Gaia21abl,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia21abe,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia21aav,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,AGN
Gaia21aal,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia20fxx,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
