0,DBSCAN
Gaia22aas,-1
Gaia22aar,0
Gaia22aap,0
Gaia22aao,0
Gaia22aan,0
Gaia22aam,0
Gaia22aak,-1
Gaia22aai,-1
Gaia22aah,-1
Gaia22aaf,0
Gaia22aae,0
Gaia22aad,0
Gaia22aac,5
Gaia22aab,-1
Gaia22aaa,0
Gaia21fvb,0
Gaia21fuz,-1
Gaia21fuy,0
Gaia21fux,0
Gaia21fuw,0
Gaia21fuv,0
Gaia21fuu,0
Gaia21fut,-1
Gaia21fus,0
Gaia21fur,0
Gaia21fuq,0
Gaia21fup,0
Gaia21fuk,0
Gaia21fui,0
Gaia21fuh,-1
Gaia21fug,0
Gaia21fuf,0
Gaia21fue,0
Gaia21fub,0
Gaia21fua,0
Gaia21ftz,0
Gaia21fty,0
Gaia21ftx,-1
Gaia21ftw,0
Gaia21ftv,0
Gaia21ftu,0
Gaia21fts,0
Gaia21ftp,0
Gaia21fto,0
Gaia21ftm,0
Gaia21ftl,-1
Gaia21ftk,-1
Gaia21fti,0
Gaia21ftf,0
Gaia21ftd,0
Gaia21ftb,0
Gaia21fsz,-1
Gaia21fsy,0
Gaia21fsv,0
Gaia21fsr,0
Gaia21fsq,0
Gaia21fsp,0
Gaia21fso,0
Gaia21fsm,0
Gaia21fsl,0
Gaia21fsk,0
Gaia21fsj,0
Gaia21fsi,-1
Gaia21fsd,-1
Gaia21fsb,0
Gaia21fsa,0
Gaia21frz,0
Gaia21fry,0
Gaia21frv,0
Gaia21fru,27
Gaia21frt,-1
Gaia21frs,0
Gaia21frr,-1
Gaia21frq,-1
Gaia21frp,-1
Gaia21fro,0
Gaia21frn,-1
Gaia21frl,0
Gaia21frh,0
Gaia21frg,0
Gaia21frf,0
Gaia21fre,-1
Gaia21frd,-1
Gaia21frc,0
Gaia21frb,0
Gaia21fra,-1
Gaia21fqz,28
Gaia21fqy,0
Gaia21fqs,0
Gaia21fqr,0
Gaia21fqq,0
Gaia21fqp,0
Gaia21fqn,-1
Gaia21fqm,0
Gaia21fql,0
Gaia21fqh,0
Gaia21fqg,0
Gaia21fqe,0
Gaia21fqc,0
Gaia21fqb,0
Gaia21fqa,0
Gaia21fpz,0
Gaia21fpy,0
Gaia21fpx,0
Gaia21fpw,-1
Gaia21fpv,0
Gaia21fps,0
Gaia21fpq,0
Gaia21fpp,0
Gaia21fpo,-1
Gaia21fpn,-1
Gaia21fpm,-1
Gaia21fpi,0
Gaia21fpg,-1
Gaia21fpf,0
Gaia21fpe,0
Gaia21fpd,0
Gaia21fpc,-1
Gaia21foz,-1
Gaia21fox,-1
Gaia21fow,-1
Gaia21fov,-1
Gaia21fou,-1
Gaia21fot,-1
Gaia21foq,-1
Gaia21foo,-1
Gaia21fon,-1
Gaia21fom,0
Gaia21fol,-1
Gaia21foh,0
Gaia21fog,0
Gaia21fof,0
Gaia21foe,-1
Gaia21foc,0
Gaia21foa,-1
Gaia21fnz,-1
Gaia21fny,0
Gaia21fnx,0
Gaia21fnw,0
Gaia21fnv,0
Gaia21fnu,0
Gaia21fnq,0
Gaia21fnp,0
Gaia21fno,0
Gaia21fnn,0
Gaia21fnl,-1
Gaia21fnk,-1
Gaia21fnj,-1
Gaia21fni,0
Gaia21fnh,0
Gaia21fng,0
Gaia21fne,0
Gaia21fnd,-1
Gaia21fnb,0
Gaia21fna,-1
Gaia21fmy,-1
Gaia21fmx,-1
Gaia21fmw,-1
Gaia21fmv,0
Gaia21fmt,0
Gaia21fms,0
Gaia21fmp,0
Gaia21fmo,0
Gaia21fmn,0
Gaia21fmm,0
Gaia21fml,-1
Gaia21fmk,-1
Gaia21fmj,0
Gaia21fmi,-1
Gaia21fme,0
Gaia21fmd,-1
Gaia21fmb,0
Gaia21fma,0
Gaia21flz,0
Gaia21fly,-1
Gaia21flx,0
Gaia21flw,0
Gaia21flv,-1
Gaia21flu,-1
Gaia21flt,-1
Gaia21fls,0
Gaia21flq,0
Gaia21flo,-1
Gaia21flm,0
Gaia21fll,-1
Gaia21flk,-1
Gaia21fli,0
Gaia21flh,0
Gaia21flg,0
Gaia21flf,-1
Gaia21fle,0
Gaia21fld,-1
Gaia21fky,0
Gaia21fkx,0
Gaia21fkw,-1
Gaia21fkv,0
Gaia21fku,0
Gaia21fkt,0
Gaia21fks,0
Gaia21fkr,0
Gaia21fkq,-1
Gaia21fkp,0
Gaia21fko,0
Gaia21fkn,0
Gaia21fkm,0
Gaia21fkl,-1
Gaia21fkk,-1
Gaia21fkj,0
Gaia21fki,0
Gaia21fkh,0
Gaia21fkg,0
Gaia21fkf,0
Gaia21fke,0
Gaia21fkb,-1
Gaia21fka,-1
Gaia21fjz,-1
Gaia21fjy,0
Gaia21fjx,-1
Gaia21fjw,0
Gaia21fjv,29
Gaia21fjt,0
Gaia21fjs,-1
Gaia21fjr,0
Gaia21fjq,-1
Gaia21fjp,0
Gaia21fjo,0
Gaia21fjn,0
Gaia21fjl,0
Gaia21fjk,0
Gaia21fjj,0
Gaia21fji,-1
Gaia21fjh,0
Gaia21fjg,0
Gaia21fjf,0
Gaia21fjd,0
Gaia21fjb,0
Gaia21fja,-1
Gaia21fiz,-1
Gaia21fiy,0
Gaia21fix,0
Gaia21fiw,-1
Gaia21fiv,0
Gaia21fiu,0
Gaia21fir,-1
Gaia21fiq,0
Gaia21fip,0
Gaia21fio,-1
Gaia21fin,0
Gaia21fim,0
Gaia21fil,-1
Gaia21fij,0
Gaia21fii,0
Gaia21fih,-1
Gaia21fif,-1
Gaia21fie,0
Gaia21fic,0
Gaia21fib,-1
Gaia21fhz,0
Gaia21fhy,0
Gaia21fhx,0
Gaia21fhw,-1
Gaia21fhv,-1
Gaia21fhu,-1
Gaia21fht,0
Gaia21fhr,0
Gaia21fhp,0
Gaia21fhl,-1
Gaia21fhk,-1
Gaia21fhj,0
Gaia21fhi,-1
Gaia21fhh,0
Gaia21fhg,0
Gaia21fhf,-1
Gaia21fhb,0
Gaia21fha,0
Gaia21fgz,0
Gaia21fgy,0
Gaia21fgx,0
Gaia21fgv,-1
Gaia21fgt,0
Gaia21fgq,0
Gaia21fgp,0
Gaia21fgn,-1
Gaia21fgm,-1
Gaia21fgk,0
Gaia21fgj,0
Gaia21fgi,0
Gaia21fgh,0
Gaia21fgg,0
Gaia21fgf,0
Gaia21fge,0
Gaia21fgd,-1
Gaia21fgc,0
Gaia21fgb,-1
Gaia21fga,0
Gaia21ffz,0
Gaia21ffy,0
Gaia21ffw,0
Gaia21ffu,-1
Gaia21fft,0
Gaia21ffs,-1
Gaia21ffr,-1
Gaia21ffq,-1
Gaia21ffp,-1
Gaia21ffo,0
Gaia21ffn,0
Gaia21ffm,0
Gaia21ffl,0
Gaia21ffj,0
Gaia21ffi,0
Gaia21ffh,0
Gaia21fff,0
Gaia21ffe,0
Gaia21ffd,0
Gaia21ffc,0
Gaia21ffb,0
Gaia21ffa,0
Gaia21fez,-1
Gaia21fey,0
Gaia21fex,-1
Gaia21few,0
Gaia21fet,0
Gaia21fes,-1
Gaia21fep,-1
Gaia21fem,0
Gaia21fel,0
Gaia21fek,0
Gaia21fej,-1
Gaia21fei,25
Gaia21fef,0
Gaia21fee,0
Gaia21fed,-1
Gaia21fec,-1
Gaia21fea,0
Gaia21fdz,0
Gaia21fdx,0
Gaia21fdw,0
Gaia21fdv,0
Gaia21fdu,0
Gaia21fdt,0
Gaia21fds,-1
Gaia21fdr,0
Gaia21fdo,0
Gaia21fdk,0
Gaia21fdj,0
Gaia21fdi,-1
Gaia21fdh,0
Gaia21fdg,-1
Gaia21fdc,0
Gaia21fdb,0
Gaia21fda,0
Gaia21fcz,0
Gaia21fcy,0
Gaia21fcx,0
Gaia21fcw,0
Gaia21fct,-1
Gaia21fcs,-1
Gaia21fcq,0
Gaia21fcp,-1
Gaia21fcm,0
Gaia21fcl,0
Gaia21fck,-1
Gaia21fci,0
Gaia21fch,0
Gaia21fcg,0
Gaia21fcf,0
Gaia21fce,-1
Gaia21fcd,-1
Gaia21fcc,0
Gaia21fca,0
Gaia21fbx,0
Gaia21fbv,0
Gaia21fbu,0
Gaia21fbt,30
Gaia21fbs,-1
Gaia21fbq,0
Gaia21fbo,0
Gaia21fbm,0
Gaia21fbk,0
Gaia21fbj,0
Gaia21fbi,0
Gaia21fbh,-1
Gaia21fbd,0
Gaia21fbb,0
Gaia21fba,0
Gaia21faz,0
Gaia21fav,0
Gaia21fau,0
Gaia21fat,0
Gaia21fas,0
Gaia21far,0
Gaia21faq,31
Gaia21fap,0
Gaia21fao,-1
Gaia21fam,0
Gaia21fal,-1
Gaia21fak,0
Gaia21faj,0
Gaia21fah,0
Gaia21fae,0
Gaia21fac,0
Gaia21fab,0
Gaia21faa,0
Gaia21ezx,0
Gaia21ezw,0
Gaia21ezv,0
Gaia21ezu,-1
Gaia21ezt,32
Gaia21ezs,0
Gaia21ezq,-1
Gaia21ezn,0
Gaia21ezm,0
Gaia21ezl,0
Gaia21ezk,0
Gaia21ezj,0
Gaia21ezi,0
Gaia21ezh,0
Gaia21ezg,0
Gaia21ezf,0
Gaia21eze,0
Gaia21eyz,0
Gaia21eyy,0
Gaia21eyx,0
Gaia21eyw,0
Gaia21eyv,0
Gaia21eyt,0
Gaia21eyq,0
Gaia21eyp,0
Gaia21eyo,0
Gaia21eyn,0
Gaia21eyl,0
Gaia21eyk,-1
Gaia21eyj,-1
Gaia21eyi,-1
Gaia21eyh,-1
Gaia21eyg,0
Gaia21eyf,0
Gaia21eye,0
Gaia21eyd,0
Gaia21eyc,0
Gaia21eyb,-1
Gaia21eya,0
Gaia21exx,0
Gaia21exu,0
Gaia21ext,0
Gaia21exs,-1
Gaia21exr,0
Gaia21exq,-1
Gaia21exp,0
Gaia21exo,0
Gaia21exn,0
Gaia21exm,0
Gaia21exi,0
Gaia21exh,0
Gaia21exf,0
Gaia21exe,0
Gaia21exd,0
Gaia21exc,-1
Gaia21exb,-1
Gaia21exa,-1
Gaia21ewz,0
Gaia21eww,0
Gaia21ewu,0
Gaia21ewt,0
Gaia21ewr,0
Gaia21ewp,0
Gaia21ewo,0
Gaia21ewn,-1
Gaia21ewm,-1
Gaia21ewl,0
Gaia21ewk,0
Gaia21ewj,-1
Gaia21ewi,0
Gaia21ewh,0
Gaia21ewf,-1
Gaia21ewe,0
Gaia21ewd,0
Gaia21ewc,0
Gaia21ewb,0
Gaia21ewa,0
Gaia21evy,-1
Gaia21evw,-1
Gaia21evv,0
Gaia21evu,0
Gaia21evt,0
Gaia21evs,0
Gaia21evp,0
Gaia21evo,0
Gaia21evn,0
Gaia21evm,-1
Gaia21evl,-1
Gaia21evk,0
Gaia21evj,0
Gaia21evi,0
Gaia21evf,0
Gaia21evd,-1
Gaia21evc,0
Gaia21evb,0
Gaia21euy,-1
Gaia21eux,0
Gaia21euw,0
Gaia21euv,0
Gaia21euu,0
Gaia21eut,0
Gaia21eus,0
Gaia21euq,0
Gaia21eup,0
Gaia21eun,0
Gaia21eum,0
Gaia21eul,0
Gaia21euk,0
Gaia21eui,0
Gaia21eug,-1
Gaia21euf,0
Gaia21eue,0
Gaia21euc,0
Gaia21eub,-1
Gaia21eua,-1
Gaia21etz,0
Gaia21ety,0
Gaia21etx,0
Gaia21etw,-1
Gaia21etv,0
Gaia21etu,-1
Gaia21ett,-1
Gaia21ets,0
Gaia21etq,0
Gaia21etp,0
Gaia21etk,-1
Gaia21etj,0
Gaia21eti,0
Gaia21etc,-1
Gaia21etb,-1
Gaia21esx,-1
Gaia21esu,-1
Gaia21est,0
Gaia21ess,0
Gaia21esr,0
Gaia21esp,0
Gaia21eso,0
Gaia21esn,0
Gaia21esl,0
Gaia21esk,0
Gaia21esi,0
Gaia21esg,-1
Gaia21esd,0
Gaia21esc,0
Gaia21esb,-1
Gaia21esa,-1
Gaia21erx,-1
Gaia21erw,0
Gaia21erv,0
Gaia21eru,0
Gaia21ert,0
Gaia21ers,0
Gaia21err,-1
Gaia21erp,-1
Gaia21ero,0
Gaia21erl,0
Gaia21erk,-1
Gaia21erj,-1
Gaia21eri,0
Gaia21erh,0
Gaia21erg,0
Gaia21ere,0
Gaia21erd,0
Gaia21erc,0
Gaia21era,0
Gaia21eqy,0
Gaia21eqv,0
Gaia21eqs,0
Gaia21eqr,-1
Gaia21eqq,0
Gaia21eqp,-1
Gaia21eqo,0
Gaia21eqn,-1
Gaia21eql,0
Gaia21eqk,-1
Gaia21eqj,-1
Gaia21eqi,0
Gaia21eqh,0
Gaia21eqg,-1
Gaia21eqf,0
Gaia21eqd,0
Gaia21eqc,0
Gaia21epz,0
Gaia21epy,0
Gaia21epv,0
Gaia21epu,0
Gaia21ept,0
Gaia21epr,-1
Gaia21epq,-1
Gaia21epp,-1
Gaia21epo,0
Gaia21epn,0
Gaia21epm,0
Gaia21epl,0
Gaia21epk,0
Gaia21epj,0
Gaia21epi,0
Gaia21epf,0
Gaia21epe,0
Gaia21epd,0
Gaia21epc,-1
Gaia21epb,0
Gaia21epa,0
Gaia21eoz,0
Gaia21eoy,0
Gaia21eox,0
Gaia21eov,-1
Gaia21eou,-1
Gaia21eot,0
Gaia21eoq,0
Gaia21eop,0
Gaia21eoo,0
Gaia21eok,0
Gaia21eoi,0
Gaia21eoh,0
Gaia21eoe,0
Gaia21eod,-1
Gaia21eoc,0
Gaia21eob,-1
Gaia21eoa,0
Gaia21enz,0
Gaia21eny,0
Gaia21enx,0
Gaia21env,-1
Gaia21enu,0
Gaia21ent,-1
Gaia21enr,0
Gaia21eno,0
Gaia21enn,-1
Gaia21enm,-1
Gaia21eni,-1
Gaia21enh,0
Gaia21eng,0
Gaia21enf,0
Gaia21ene,-1
Gaia21enc,0
Gaia21ena,0
Gaia21emz,0
Gaia21emx,0
Gaia21emv,-1
Gaia21emu,0
Gaia21emt,0
Gaia21emr,0
Gaia21emq,-1
Gaia21emp,-1
Gaia21emo,0
Gaia21emm,-1
Gaia21eml,-1
Gaia21emk,-1
Gaia21emj,0
Gaia21emi,0
Gaia21emh,0
Gaia21emg,0
Gaia21emf,-1
Gaia21emd,0
Gaia21emc,-1
Gaia21emb,0
Gaia21ema,0
Gaia21elz,0
Gaia21ely,0
Gaia21elx,-1
Gaia21elv,-1
Gaia21elu,-1
Gaia21elt,-1
Gaia21elr,33
Gaia21elq,0
Gaia21elp,-1
Gaia21elo,0
Gaia21eln,-1
Gaia21elk,-1
Gaia21elj,34
Gaia21eli,-1
Gaia21elh,0
Gaia21elg,0
Gaia21ele,-1
Gaia21elb,0
Gaia21ela,-1
Gaia21eky,-1
Gaia21ekx,-1
Gaia21ekw,-1
Gaia21ekv,-1
Gaia21ekt,0
Gaia21eks,0
Gaia21ekr,0
Gaia21ekq,0
Gaia21ekp,0
Gaia21eko,0
Gaia21ekm,0
Gaia21ekl,0
Gaia21ekk,0
Gaia21ekj,0
Gaia21ekh,0
Gaia21ekg,0
Gaia21ekf,0
Gaia21eke,-1
Gaia21ekd,0
Gaia21ekc,0
Gaia21ekb,0
Gaia21eka,0
Gaia21ejz,-1
Gaia21ejy,0
Gaia21ejx,0
Gaia21ejv,0
Gaia21eju,-1
Gaia21ejt,-1
Gaia21ejq,0
Gaia21ejp,0
Gaia21ejm,-1
Gaia21ejl,0
Gaia21ejk,0
Gaia21ejj,0
Gaia21eji,0
Gaia21ejh,0
Gaia21ejc,-1
Gaia21ejb,-1
Gaia21eja,0
Gaia21eiz,0
Gaia21eiy,-1
Gaia21eix,0
Gaia21eiw,0
Gaia21eiv,0
Gaia21eiu,0
Gaia21eit,-1
Gaia21eir,0
Gaia21eiq,0
Gaia21eil,-1
Gaia21eik,-1
Gaia21eij,-1
Gaia21eii,0
Gaia21eif,0
Gaia21eie,0
Gaia21eid,-1
Gaia21eic,0
Gaia21ehy,0
Gaia21ehw,0
Gaia21ehv,0
Gaia21ehu,-1
Gaia21eht,0
Gaia21ehs,-1
Gaia21ehq,0
Gaia21ehn,0
Gaia21ehm,-1
Gaia21ehl,-1
Gaia21ehk,-1
Gaia21ehj,-1
Gaia21ehi,-1
Gaia21ehh,0
Gaia21ehg,0
Gaia21ehf,0
Gaia21ehd,0
Gaia21ehb,0
Gaia21eha,0
Gaia21egy,-1
Gaia21egx,-1
Gaia21egu,0
Gaia21egt,-1
Gaia21egs,0
Gaia21egr,0
Gaia21egq,0
Gaia21egp,0
Gaia21egn,0
Gaia21egm,-1
Gaia21egl,-1
Gaia21egk,0
Gaia21egj,0
Gaia21egi,0
Gaia21egh,0
Gaia21egg,0
Gaia21ege,0
Gaia21egd,0
Gaia21ega,0
Gaia21efz,0
Gaia21efy,0
Gaia21efw,0
Gaia21efv,0
Gaia21efu,0
Gaia21eft,0
Gaia21efs,11
Gaia21efr,0
Gaia21efp,0
Gaia21efn,0
Gaia21efm,-1
Gaia21efl,0
Gaia21efj,-1
Gaia21efi,-1
Gaia21efh,0
Gaia21efg,-1
Gaia21eff,-1
Gaia21efe,0
Gaia21efd,0
Gaia21efa,0
Gaia21eey,0
Gaia21eex,0
Gaia21eew,0
Gaia21eev,0
Gaia21eet,0
Gaia21eer,0
Gaia21eeq,0
Gaia21eeo,-1
Gaia21een,0
Gaia21eem,-1
Gaia21eel,-1
Gaia21eek,0
Gaia21eei,0
Gaia21eeh,0
Gaia21eef,0
Gaia21eee,0
Gaia21eed,0
Gaia21eec,0
Gaia21eeb,0
Gaia21edz,-1
Gaia21edy,0
Gaia21edx,0
Gaia21edw,0
Gaia21edu,0
Gaia21eds,0
Gaia21edr,0
Gaia21edp,0
Gaia21edm,0
Gaia21edl,0
Gaia21edk,-1
Gaia21edi,-1
Gaia21edg,0
Gaia21ede,0
Gaia21edc,0
Gaia21edb,-1
Gaia21ecz,-1
Gaia21ecv,0
Gaia21ecu,0
Gaia21ect,0
Gaia21ecs,-1
Gaia21ecr,0
Gaia21ecq,-1
Gaia21ecl,0
Gaia21ecj,0
Gaia21ech,-1
Gaia21ecg,0
Gaia21ecf,0
Gaia21ecc,0
Gaia21ecb,0
Gaia21eca,0
Gaia21ebx,0
Gaia21ebw,0
Gaia21ebv,0
Gaia21ebu,0
Gaia21ebt,0
Gaia21ebr,0
Gaia21ebq,0
Gaia21ebo,-1
Gaia21ebn,0
Gaia21ebm,-1
Gaia21ebl,0
Gaia21ebk,0
Gaia21ebj,0
Gaia21ebi,0
Gaia21ebh,0
Gaia21ebe,0
Gaia21ebd,0
Gaia21ebc,0
Gaia21ebb,-1
Gaia21eba,0
Gaia21eaz,0
Gaia21eay,0
Gaia21eaw,0
Gaia21eav,0
Gaia21eas,0
Gaia21ear,0
Gaia21eaq,-1
Gaia21eao,0
Gaia21ean,0
Gaia21eak,-1
Gaia21eaj,0
Gaia21eah,0
Gaia21eaf,0
Gaia21eac,0
Gaia21eab,0
Gaia21dzy,-1
Gaia21dzx,0
Gaia21dzw,-1
Gaia21dzv,-1
Gaia21dzu,-1
Gaia21dzt,0
Gaia21dzs,0
Gaia21dzq,0
Gaia21dzo,0
Gaia21dzm,0
Gaia21dzl,-1
Gaia21dzk,0
Gaia21dzj,-1
Gaia21dzh,-1
Gaia21dzg,0
Gaia21dzf,-1
Gaia21dze,0
Gaia21dzd,0
Gaia21dzb,35
Gaia21dza,-1
Gaia21dyz,0
Gaia21dyy,0
Gaia21dyx,0
Gaia21dyw,0
Gaia21dyv,-1
Gaia21dys,-1
Gaia21dyr,0
Gaia21dyq,0
Gaia21dyo,0
Gaia21dyn,0
Gaia21dym,0
Gaia21dyl,0
Gaia21dyk,0
Gaia21dyj,0
Gaia21dyi,0
Gaia21dyg,0
Gaia21dyf,0
Gaia21dye,-1
Gaia21dyd,0
Gaia21dyb,0
Gaia21dya,0
Gaia21dxz,0
Gaia21dxy,-1
Gaia21dxw,0
Gaia21dxv,0
Gaia21dxu,0
Gaia21dxt,-1
Gaia21dxo,0
Gaia21dxl,0
Gaia21dxk,0
Gaia21dxj,-1
Gaia21dxi,-1
Gaia21dxf,0
Gaia21dxd,0
Gaia21dwy,0
Gaia21dwu,0
Gaia21dwt,0
Gaia21dws,0
Gaia21dwp,0
Gaia21dwn,-1
Gaia21dwm,0
Gaia21dwl,-1
Gaia21dwk,0
Gaia21dwj,0
Gaia21dwi,0
Gaia21dwh,0
Gaia21dwg,0
Gaia21dwe,0
Gaia21dwb,-1
Gaia21dwa,0
Gaia21dvz,-1
Gaia21dvy,0
Gaia21dvx,-1
Gaia21dvw,0
Gaia21dvr,0
Gaia21dvq,0
Gaia21dvp,-1
Gaia21dvo,0
Gaia21dvn,0
Gaia21dvm,-1
Gaia21dvl,0
Gaia21dvk,0
Gaia21dvh,0
Gaia21dve,-1
Gaia21dvd,0
Gaia21dvc,-1
Gaia21dvb,0
Gaia21duy,0
Gaia21duw,0
Gaia21duv,0
Gaia21duu,-1
Gaia21dut,-1
Gaia21dus,0
Gaia21dur,33
Gaia21duq,-1
Gaia21dup,0
Gaia21dum,0
Gaia21duj,0
Gaia21dui,-1
Gaia21due,0
Gaia21dud,0
Gaia21duc,0
Gaia21dub,0
Gaia21dtz,0
Gaia21dtx,-1
Gaia21dtw,-1
Gaia21dtv,0
Gaia21dtu,0
Gaia21dts,-1
Gaia21dto,0
Gaia21dtm,0
Gaia21dtk,0
Gaia21dtj,0
Gaia21dti,-1
Gaia21dth,0
Gaia21dtg,0
Gaia21dtd,0
Gaia21dtc,0
Gaia21dtb,0
Gaia21dta,0
Gaia21dsz,-1
Gaia21dsy,0
Gaia21dsx,0
Gaia21dsw,0
Gaia21dst,0
Gaia21dss,0
Gaia21dsr,0
Gaia21dsq,0
Gaia21dsp,0
Gaia21dsn,0
Gaia21dsm,0
Gaia21dsl,0
Gaia21dsj,0
Gaia21dsi,-1
Gaia21dsh,-1
Gaia21dsg,0
Gaia21dsf,0
Gaia21dsc,0
Gaia21dsb,0
Gaia21dsa,-1
Gaia21drz,36
Gaia21dry,0
Gaia21drx,0
Gaia21drv,-1
Gaia21drt,0
Gaia21drp,0
Gaia21dro,0
Gaia21drn,0
Gaia21drm,0
Gaia21drk,0
Gaia21dri,-1
Gaia21drh,0
Gaia21drg,0
Gaia21drf,-1
Gaia21dre,0
Gaia21drd,0
Gaia21drc,0
Gaia21dra,-1
Gaia21dqz,-1
Gaia21dqy,0
Gaia21dqv,0
Gaia21dqu,0
Gaia21dqt,0
Gaia21dqs,-1
Gaia21dqq,-1
Gaia21dqp,0
Gaia21dqo,-1
Gaia21dqn,-1
Gaia21dqm,0
Gaia21dql,-1
Gaia21dqj,0
Gaia21dqi,0
Gaia21dqh,-1
Gaia21dqg,0
Gaia21dqf,0
Gaia21dqd,0
Gaia21dqc,0
Gaia21dqb,-1
Gaia21dqa,-1
Gaia21dpz,0
Gaia21dpy,0
Gaia21dpx,-1
Gaia21dpw,0
Gaia21dpv,0
Gaia21dpu,0
Gaia21dpt,0
Gaia21dps,0
Gaia21dpr,-1
Gaia21dpq,0
Gaia21dpo,-1
Gaia21dpn,0
Gaia21dpm,-1
Gaia21dpl,-1
Gaia21dpk,0
Gaia21dpj,0
Gaia21dpi,0
Gaia21dph,0
Gaia21dpg,0
Gaia21dpf,0
Gaia21dpe,0
Gaia21dpd,0
Gaia21dpb,-1
Gaia21dpa,0
Gaia21doz,0
Gaia21doy,0
Gaia21dov,0
Gaia21dos,0
Gaia21dor,0
Gaia21doq,-1
Gaia21doo,0
Gaia21don,37
Gaia21dom,0
Gaia21dol,0
Gaia21dok,0
Gaia21doi,-1
Gaia21dod,0
Gaia21dob,0
Gaia21doa,-1
Gaia21dnz,0
Gaia21dny,-1
Gaia21dnw,0
Gaia21dnv,0
Gaia21dnu,0
Gaia21dnt,38
Gaia21dns,0
Gaia21dnr,0
Gaia21dno,0
Gaia21dnl,0
Gaia21dnk,0
Gaia21dnj,-1
Gaia21dni,-1
Gaia21dnh,-1
Gaia21dnf,0
Gaia21dne,0
Gaia21dnd,0
Gaia21dnc,-1
Gaia21dnb,0
Gaia21dmx,0
Gaia21dmv,0
Gaia21dmu,0
Gaia21dmt,0
Gaia21dms,-1
Gaia21dmr,0
Gaia21dmn,0
Gaia21dml,-1
Gaia21dmk,-1
Gaia21dmj,-1
Gaia21dmi,0
Gaia21dmh,0
Gaia21dme,0
Gaia21dmc,0
Gaia21dmb,0
Gaia21dma,0
Gaia21dlz,0
Gaia21dly,0
Gaia21dlx,0
Gaia21dlw,-1
Gaia21dlv,0
Gaia21dlu,0
Gaia21dlt,0
Gaia21dls,-1
Gaia21dlp,0
Gaia21dlo,2
Gaia21dln,-1
Gaia21dlm,-1
Gaia21dll,0
Gaia21dli,0
Gaia21dlg,0
Gaia21dlf,0
Gaia21dlc,0
Gaia21dlb,0
Gaia21dkz,0
Gaia21dkx,0
Gaia21dkv,0
Gaia21dku,0
Gaia21dks,-1
Gaia21dkp,0
Gaia21dko,-1
Gaia21dkn,0
Gaia21dkl,0
Gaia21dkk,0
Gaia21dkj,0
Gaia21dki,-1
Gaia21dkh,0
Gaia21dkg,-1
Gaia21dkf,0
Gaia21dka,0
Gaia21djz,0
Gaia21djy,0
Gaia21djw,0
Gaia21djt,0
Gaia21djs,-1
Gaia21djr,-1
Gaia21djp,-1
Gaia21djo,0
Gaia21djn,0
Gaia21djm,0
Gaia21djl,0
Gaia21djk,39
Gaia21djj,-1
Gaia21djh,-1
Gaia21djg,0
Gaia21dje,0
Gaia21dja,-1
Gaia21diz,0
Gaia21diy,0
Gaia21dix,0
Gaia21diw,-1
Gaia21div,0
Gaia21diu,0
Gaia21dit,21
Gaia21dis,0
Gaia21diq,0
Gaia21dip,0
Gaia21dio,0
Gaia21dim,-1
Gaia21dil,-1
Gaia21dik,-1
Gaia21dij,0
Gaia21dii,0
Gaia21dih,0
Gaia21dig,0
Gaia21dic,0
Gaia21dia,0
Gaia21dhz,0
Gaia21dhx,-1
Gaia21dhw,0
Gaia21dhv,0
Gaia21dhu,-1
Gaia21dht,-1
Gaia21dhs,0
Gaia21dhr,0
Gaia21dhq,-1
Gaia21dhp,0
Gaia21dhn,0
Gaia21dhm,0
Gaia21dhl,0
Gaia21dhk,-1
Gaia21dhj,-1
Gaia21dhi,0
Gaia21dhh,-1
Gaia21dhg,-1
Gaia21dhf,0
Gaia21dhe,0
Gaia21dhd,0
Gaia21dhb,0
Gaia21dha,0
Gaia21dgz,0
Gaia21dgy,40
Gaia21dgx,0
Gaia21dgu,-1
Gaia21dgt,0
Gaia21dgs,0
Gaia21dgr,0
Gaia21dgo,0
Gaia21dgn,-1
Gaia21dgj,-1
Gaia21dgi,0
Gaia21dgh,0
Gaia21dgg,22
Gaia21dgf,0
Gaia21dgb,0
Gaia21dga,0
Gaia21dfz,0
Gaia21dfy,0
Gaia21dfx,0
Gaia21dfv,41
Gaia21dfu,-1
Gaia21dfr,0
Gaia21dfq,0
Gaia21dfo,0
Gaia21dfn,0
Gaia21dfk,0
Gaia21dfi,0
Gaia21dfh,0
Gaia21dfg,-1
Gaia21dff,0
Gaia21dfd,0
Gaia21dfc,0
Gaia21dfb,0
Gaia21dez,0
Gaia21dey,-1
Gaia21dex,0
Gaia21dew,0
Gaia21dev,0
Gaia21det,42
Gaia21des,-1
Gaia21den,0
Gaia21dem,0
Gaia21del,0
Gaia21dei,0
Gaia21deh,0
Gaia21deg,0
Gaia21def,-1
Gaia21dee,-1
Gaia21ded,-1
Gaia21dec,0
Gaia21dea,0
Gaia21ddy,0
Gaia21ddx,0
Gaia21ddw,0
Gaia21ddu,0
Gaia21ddt,0
Gaia21dds,0
Gaia21ddr,-1
Gaia21ddp,0
Gaia21ddo,0
Gaia21ddn,-1
Gaia21ddl,-1
Gaia21ddk,0
Gaia21ddi,0
Gaia21ddg,0
Gaia21ddf,0
Gaia21dde,0
Gaia21ddd,-1
Gaia21ddc,43
Gaia21ddb,-1
Gaia21dda,0
