0,DBSCAN
Gaia21dcx,0
Gaia21dcv,0
Gaia21dcu,-1
Gaia21dct,0
Gaia21dcq,0
Gaia21dcp,-1
Gaia21dco,-1
Gaia21dcn,0
Gaia21dcm,0
Gaia21dck,-1
Gaia21dci,0
Gaia21dch,0
Gaia21dcg,0
Gaia21dcf,0
Gaia21dce,-1
Gaia21dcd,0
Gaia21dcb,0
Gaia21dby,44
Gaia21dbx,-1
Gaia21dbw,-1
Gaia21dbv,0
Gaia21dbu,0
Gaia21dbs,0
Gaia21dbr,0
Gaia21dbq,0
Gaia21dbo,0
Gaia21dbn,0
Gaia21dbl,0
Gaia21dbk,0
Gaia21dbj,0
Gaia21dbf,0
Gaia21dbe,0
Gaia21dbb,-1
Gaia21dba,-1
Gaia21daz,-1
Gaia21day,-1
Gaia21dax,0
Gaia21dat,-1
Gaia21das,-1
Gaia21dar,-1
Gaia21daq,0
Gaia21dap,0
Gaia21dam,0
Gaia21dak,0
Gaia21daj,-1
Gaia21dai,-1
Gaia21dah,0
Gaia21dag,-1
Gaia21dae,0
Gaia21dad,0
Gaia21dac,0
Gaia21dab,0
Gaia21daa,0
Gaia21czz,0
Gaia21czx,-1
Gaia21czw,0
Gaia21czu,0
Gaia21czr,0
Gaia21czq,0
Gaia21czp,0
Gaia21czo,0
Gaia21czn,0
Gaia21czm,0
Gaia21czl,0
Gaia21czk,-1
Gaia21czj,0
Gaia21czi,0
Gaia21czh,0
Gaia21czf,0
Gaia21cze,0
Gaia21czc,0
Gaia21czb,0
Gaia21cza,-1
Gaia21cyz,-1
Gaia21cyy,0
Gaia21cyx,0
Gaia21cyu,0
Gaia21cyt,0
Gaia21cys,0
Gaia21cyr,-1
Gaia21cyq,0
Gaia21cyp,0
Gaia21cyo,0
Gaia21cyl,-1
Gaia21cyk,0
Gaia21cyh,0
Gaia21cyf,0
Gaia21cye,0
Gaia21cyd,0
Gaia21cyc,-1
Gaia21cyb,0
Gaia21cya,-1
Gaia21cxz,0
Gaia21cxy,-1
Gaia21cxx,0
Gaia21cxw,0
Gaia21cxt,0
Gaia21cxq,-1
Gaia21cxp,0
Gaia21cxo,-1
Gaia21cxn,0
Gaia21cxm,0
Gaia21cxl,0
Gaia21cxk,0
Gaia21cxi,0
Gaia21cxg,0
Gaia21cxf,0
Gaia21cxe,0
Gaia21cxd,-1
Gaia21cxc,0
Gaia21cwz,0
Gaia21cwy,0
Gaia21cww,0
Gaia21cwv,0
Gaia21cwu,0
Gaia21cwt,0
Gaia21cwq,-1
Gaia21cwp,-1
Gaia21cwo,45
Gaia21cwn,0
Gaia21cwk,0
Gaia21cwh,0
Gaia21cwg,0
Gaia21cwf,-1
Gaia21cwd,-1
Gaia21cwc,-1
Gaia21cwb,0
Gaia21cvw,0
Gaia21cvv,0
Gaia21cvu,-1
Gaia21cvt,0
Gaia21cvs,0
Gaia21cvr,0
Gaia21cvp,0
Gaia21cvo,0
Gaia21cvn,0
Gaia21cvm,0
Gaia21cvl,0
Gaia21cvk,0
Gaia21cvj,-1
Gaia21cvi,-1
Gaia21cvh,0
Gaia21cve,-1
Gaia21cvd,-1
Gaia21cva,0
Gaia21cuz,0
Gaia21cuy,0
Gaia21cux,0
Gaia21cuw,-1
Gaia21cuv,0
Gaia21cuu,-1
Gaia21cut,0
Gaia21cus,0
Gaia21cur,0
Gaia21cuq,0
Gaia21cuo,0
Gaia21cun,0
Gaia21cum,-1
Gaia21cul,-1
Gaia21cuk,-1
Gaia21cuj,-1
Gaia21cui,-1
Gaia21cuh,0
Gaia21cud,0
Gaia21cua,0
Gaia21ctz,0
Gaia21cty,0
Gaia21ctw,0
Gaia21ctu,0
Gaia21cts,-1
Gaia21ctr,0
Gaia21ctq,-1
Gaia21ctp,0
Gaia21cto,0
Gaia21ctn,-1
Gaia21ctm,0
Gaia21ctl,0
Gaia21ctk,0
Gaia21ctj,0
Gaia21cth,0
Gaia21ctg,0
Gaia21cte,0
Gaia21ctd,0
Gaia21ctc,-1
Gaia21cta,0
Gaia21csz,0
Gaia21csy,0
Gaia21csx,-1
Gaia21csw,-1
Gaia21csv,0
Gaia21csu,-1
Gaia21cst,-1
Gaia21css,0
Gaia21csr,0
Gaia21csq,0
Gaia21csl,0
Gaia21csk,-1
Gaia21csf,0
Gaia21cse,0
Gaia21csd,46
Gaia21csa,0
Gaia21cry,-1
Gaia21crx,0
Gaia21crw,-1
Gaia21crv,34
Gaia21cru,0
Gaia21crt,0
Gaia21crs,0
Gaia21crr,-1
Gaia21crq,0
Gaia21cro,0
Gaia21crn,0
Gaia21crm,-1
Gaia21crl,0
Gaia21crk,0
Gaia21crj,19
Gaia21crg,0
Gaia21crf,0
Gaia21cre,0
Gaia21crd,0
Gaia21crc,-1
Gaia21crb,-1
Gaia21cra,0
Gaia21cqz,0
Gaia21cqv,0
Gaia21cqu,0
Gaia21cqt,0
Gaia21cqs,0
Gaia21cqr,-1
Gaia21cqq,0
Gaia21cqp,0
Gaia21cqo,0
Gaia21cqn,-1
Gaia21cqm,0
Gaia21cql,0
Gaia21cqk,-1
Gaia21cqi,-1
Gaia21cqe,-1
Gaia21cqd,0
Gaia21cqc,0
Gaia21cqb,-1
Gaia21cqa,-1
Gaia21cpz,47
Gaia21cpy,0
Gaia21cpx,-1
Gaia21cpw,-1
Gaia21cpv,0
Gaia21cpu,0
Gaia21cpt,-1
Gaia21cps,0
Gaia21cpr,0
Gaia21cpn,0
Gaia21cpm,0
Gaia21cpl,0
Gaia21cpk,0
Gaia21cpj,-1
Gaia21cpi,-1
Gaia21cph,0
Gaia21cpg,0
Gaia21cpe,-1
Gaia21cpd,0
Gaia21cpc,0
Gaia21cpa,0
Gaia21coy,0
Gaia21cox,-1
Gaia21cow,0
Gaia21cov,0
Gaia21cou,0
Gaia21cot,-1
Gaia21cos,0
Gaia21coo,-1
Gaia21cok,0
Gaia21coj,0
Gaia21coi,0
Gaia21coh,0
Gaia21cog,0
Gaia21cof,0
Gaia21cod,-1
Gaia21cob,0
Gaia21coa,0
Gaia21cnz,0
Gaia21cny,0
Gaia21cnw,-1
Gaia21cnv,-1
Gaia21cnu,0
Gaia21cnt,-1
Gaia21cns,0
Gaia21cnr,0
Gaia21cnq,0
Gaia21cnn,0
Gaia21cnm,-1
Gaia21cnl,0
Gaia21cnk,-1
Gaia21cnj,0
Gaia21cni,0
Gaia21cng,0
Gaia21cnf,0
Gaia21cne,0
Gaia21cnd,-1
Gaia21cnc,0
Gaia21cna,0
Gaia21cmz,0
Gaia21cmy,0
Gaia21cmx,0
Gaia21cmw,-1
Gaia21cmv,0
Gaia21cmu,-1
Gaia21cmt,0
Gaia21cms,0
Gaia21cmq,0
Gaia21cmp,0
Gaia21cmo,0
Gaia21cmn,0
Gaia21cmm,0
Gaia21cml,0
Gaia21cmk,0
Gaia21cmj,-1
Gaia21cmh,0
Gaia21cmg,0
Gaia21cmf,0
Gaia21cme,0
Gaia21cmd,0
Gaia21cmc,0
Gaia21cmb,0
Gaia21clz,-1
Gaia21cly,0
Gaia21clw,-1
Gaia21clv,-1
Gaia21clu,0
Gaia21clt,0
Gaia21cls,0
Gaia21clr,0
Gaia21clq,0
Gaia21clp,0
Gaia21clo,0
Gaia21cln,0
Gaia21clm,-1
Gaia21cll,-1
Gaia21cli,-1
Gaia21clh,0
Gaia21cle,0
Gaia21cld,0
Gaia21clc,0
Gaia21clb,0
Gaia21cla,-1
Gaia21ckx,0
Gaia21ckw,0
Gaia21cku,0
Gaia21ckt,0
Gaia21cks,0
Gaia21ckr,0
Gaia21cko,0
Gaia21ckn,-1
Gaia21ckm,0
Gaia21ckl,0
Gaia21ckk,0
Gaia21ckj,0
Gaia21cki,-1
Gaia21ckh,0
Gaia21ckg,0
Gaia21ckf,0
Gaia21cke,0
Gaia21ckc,-1
Gaia21ckb,-1
Gaia21cka,0
Gaia21cjz,0
Gaia21cjy,0
Gaia21cjx,0
Gaia21cjw,-1
Gaia21cjv,-1
Gaia21cju,0
Gaia21cjt,-1
Gaia21cjs,0
Gaia21cjp,0
Gaia21cjo,0
Gaia21cjn,0
Gaia21cjm,0
Gaia21cjl,-1
Gaia21cjk,0
Gaia21cjj,0
Gaia21cji,0
Gaia21cjg,0
Gaia21cjf,0
Gaia21cje,0
Gaia21cjd,0
Gaia21cjc,0
Gaia21cja,0
Gaia21ciz,0
Gaia21ciy,0
Gaia21cix,0
Gaia21civ,0
Gaia21cit,0
Gaia21cis,0
Gaia21ciq,0
Gaia21cio,0
Gaia21cin,0
Gaia21cil,0
Gaia21cij,0
Gaia21cii,0
Gaia21cih,0
Gaia21cig,0
Gaia21cif,0
Gaia21cie,0
Gaia21cid,0
Gaia21cic,0
Gaia21cib,0
Gaia21cia,0
Gaia21chz,0
Gaia21chy,-1
Gaia21chw,-1
Gaia21chv,0
Gaia21chu,0
Gaia21cht,0
Gaia21chs,-1
Gaia21chr,-1
Gaia21chq,-1
Gaia21chp,-1
Gaia21chm,0
Gaia21chl,0
Gaia21chk,0
Gaia21chj,0
Gaia21chi,0
Gaia21chh,0
Gaia21chf,0
Gaia21che,0
Gaia21chd,0
Gaia21chc,0
Gaia21chb,0
Gaia21cha,0
Gaia21cgy,0
Gaia21cgw,0
Gaia21cgv,0
Gaia21cgu,0
Gaia21cgt,-1
Gaia21cgs,0
Gaia21cgq,0
Gaia21cgp,0
Gaia21cgo,-1
Gaia21cgn,0
Gaia21cgm,0
Gaia21cgj,0
Gaia21cgi,48
Gaia21cgh,0
Gaia21cgf,0
Gaia21cge,0
Gaia21cgd,-1
Gaia21cgc,0
Gaia21cgb,0
Gaia21cga,-1
Gaia21cfz,0
Gaia21cfy,-1
Gaia21cfx,0
Gaia21cfv,0
Gaia21cfu,0
Gaia21cfs,0
Gaia21cfp,0
Gaia21cfn,-1
Gaia21cfm,0
Gaia21cfl,0
Gaia21cfk,0
Gaia21cfj,0
Gaia21cfi,0
Gaia21cfh,0
Gaia21cfg,-1
Gaia21cff,0
Gaia21cfe,49
Gaia21cfd,-1
Gaia21cfa,0
Gaia21cey,0
Gaia21cex,0
Gaia21cew,-1
Gaia21cev,-1
Gaia21ceu,-1
Gaia21cer,0
Gaia21ceq,0
Gaia21ceo,16
Gaia21cen,-1
Gaia21cem,0
Gaia21cel,0
Gaia21cej,0
Gaia21ceh,-1
Gaia21ceg,-1
Gaia21cef,0
Gaia21ced,-1
Gaia21cec,-1
Gaia21ceb,-1
Gaia21cea,0
Gaia21cdy,0
Gaia21cdx,0
Gaia21cdw,0
Gaia21cdv,0
Gaia21cdu,0
Gaia21cdt,0
Gaia21cds,-1
Gaia21cdr,0
Gaia21cdq,0
Gaia21cdo,0
Gaia21cdn,0
Gaia21cdm,0
Gaia21cdl,0
Gaia21cdk,43
Gaia21cdj,0
Gaia21cdi,0
Gaia21cdh,-1
Gaia21cdf,0
Gaia21cdc,0
Gaia21cdb,0
Gaia21cda,0
Gaia21ccy,0
Gaia21ccx,0
Gaia21ccw,0
Gaia21ccv,0
Gaia21ccu,-1
Gaia21ccr,0
Gaia21ccq,0
Gaia21cco,0
Gaia21ccn,0
Gaia21ccm,0
Gaia21cck,0
Gaia21ccj,0
Gaia21cci,0
Gaia21cce,0
Gaia21ccd,0
Gaia21ccc,0
Gaia21ccb,0
Gaia21cca,-1
Gaia21cbz,0
Gaia21cby,0
Gaia21cbx,50
Gaia21cbw,0
Gaia21cbu,0
Gaia21cbs,0
Gaia21cbq,0
Gaia21cbp,0
Gaia21cbn,0
Gaia21cbk,51
Gaia21cbj,-1
Gaia21cbh,0
Gaia21cbg,0
Gaia21cbf,-1
Gaia21cbe,0
Gaia21cbd,0
Gaia21cbc,0
Gaia21cbb,0
Gaia21cba,0
Gaia21caz,0
Gaia21cay,0
Gaia21cax,-1
Gaia21caw,0
Gaia21cav,0
Gaia21cau,0
Gaia21cat,0
Gaia21cas,0
Gaia21car,0
Gaia21cap,0
Gaia21cao,0
Gaia21can,0
Gaia21cam,0
Gaia21cak,-1
Gaia21caj,-1
Gaia21cai,0
Gaia21cah,0
Gaia21cag,0
Gaia21caf,0
Gaia21cad,0
Gaia21cab,0
Gaia21caa,0
Gaia21bzz,0
Gaia21bzy,0
Gaia21bzx,52
Gaia21bzv,0
Gaia21bzu,-1
Gaia21bzt,-1
Gaia21bzs,-1
Gaia21bzq,-1
Gaia21bzo,0
Gaia21bzn,0
Gaia21bzm,0
Gaia21bzl,-1
Gaia21bzk,0
Gaia21bzj,0
Gaia21bzi,0
Gaia21bzh,0
Gaia21bzg,-1
Gaia21bzf,0
Gaia21bza,0
Gaia21byz,0
Gaia21byx,0
Gaia21byw,0
Gaia21byu,0
Gaia21byr,0
Gaia21byq,-1
Gaia21byp,-1
Gaia21byo,-1
Gaia21bym,0
Gaia21byl,0
Gaia21byk,0
Gaia21byj,0
Gaia21byi,0
Gaia21byh,-1
Gaia21byg,-1
Gaia21byf,0
Gaia21byc,0
Gaia21byb,0
Gaia21bya,0
Gaia21bxy,0
Gaia21bxx,0
Gaia21bxw,0
Gaia21bxv,-1
Gaia21bxu,0
Gaia21bxt,0
Gaia21bxs,0
Gaia21bxr,0
Gaia21bxq,0
Gaia21bxp,0
Gaia21bxo,0
Gaia21bxl,0
Gaia21bxj,0
Gaia21bxi,-1
Gaia21bxf,-1
Gaia21bxe,0
Gaia21bxc,0
Gaia21bwz,0
Gaia21bwy,0
Gaia21bwx,0
Gaia21bww,0
Gaia21bwt,-1
Gaia21bws,0
Gaia21bwr,-1
Gaia21bwq,53
Gaia21bwo,0
Gaia21bwn,0
Gaia21bwm,0
Gaia21bwk,0
Gaia21bwj,0
Gaia21bwi,0
Gaia21bwh,0
Gaia21bwg,0
Gaia21bwf,0
Gaia21bwe,-1
Gaia21bwd,0
Gaia21bwc,0
Gaia21bwa,0
Gaia21bvx,0
Gaia21bvw,-1
Gaia21bvv,0
Gaia21bvs,-1
Gaia21bvr,-1
Gaia21bvq,0
Gaia21bvp,0
Gaia21bvo,0
Gaia21bvm,0
Gaia21bvl,0
Gaia21bvk,0
Gaia21bvi,0
Gaia21bvh,0
Gaia21bvg,0
Gaia21bvf,0
Gaia21bvd,0
Gaia21bvc,0
Gaia21bvb,-1
Gaia21buz,31
Gaia21buy,-1
Gaia21bux,0
Gaia21buw,0
Gaia21but,0
Gaia21bur,0
Gaia21buq,0
Gaia21bup,0
Gaia21bul,0
Gaia21buk,-1
Gaia21buj,-1
Gaia21bui,0
Gaia21bug,0
Gaia21buf,0
Gaia21bue,0
Gaia21bud,0
Gaia21bub,0
Gaia21bua,0
Gaia21bty,0
Gaia21btx,-1
Gaia21btw,0
Gaia21btv,-1
Gaia21btu,0
Gaia21btt,0
Gaia21bts,-1
Gaia21btr,0
Gaia21btq,0
Gaia21btp,0
Gaia21btn,0
Gaia21btm,0
Gaia21btj,0
Gaia21bti,0
Gaia21bth,0
Gaia21btg,0
Gaia21btf,0
Gaia21bte,0
Gaia21btd,-1
Gaia21bsz,0
Gaia21bsx,0
Gaia21bsw,-1
Gaia21bsu,-1
Gaia21bst,0
Gaia21bss,0
Gaia21bsq,0
Gaia21bsp,0
Gaia21bsj,0
Gaia21bsi,0
Gaia21bsh,0
Gaia21bsg,0
Gaia21bse,0
Gaia21bsd,-1
Gaia21bsc,0
Gaia21bsb,0
Gaia21bsa,-1
Gaia21brz,-1
Gaia21bry,-1
Gaia21brx,0
Gaia21brw,-1
Gaia21brv,-1
Gaia21bru,-1
Gaia21brq,0
Gaia21brp,-1
Gaia21bro,-1
Gaia21brn,0
Gaia21brm,-1
Gaia21brl,0
Gaia21brk,0
Gaia21brj,0
Gaia21bri,0
Gaia21brh,-1
Gaia21brg,0
Gaia21brf,-1
Gaia21bre,0
Gaia21brb,0
Gaia21bra,-1
Gaia21bqz,0
Gaia21bqy,0
Gaia21bqx,0
Gaia21bqv,-1
Gaia21bqp,0
Gaia21bqo,0
Gaia21bqn,0
Gaia21bqm,0
Gaia21bql,0
Gaia21bqk,0
Gaia21bqj,0
Gaia21bqi,-1
Gaia21bqh,0
Gaia21bqg,0
Gaia21bqe,0
Gaia21bqb,0
Gaia21bqa,-1
Gaia21bpx,0
Gaia21bpw,0
Gaia21bpv,-1
Gaia21bpu,-1
Gaia21bps,0
Gaia21bpr,-1
Gaia21bpq,0
Gaia21bpp,54
Gaia21bpo,0
Gaia21bpn,0
Gaia21bpl,0
Gaia21bpk,0
Gaia21bpj,0
Gaia21bph,-1
Gaia21bpf,0
Gaia21bpe,-1
Gaia21bpd,-1
Gaia21bpb,-1
Gaia21bpa,-1
Gaia21boy,-1
Gaia21box,-1
Gaia21bow,0
Gaia21bov,0
Gaia21bou,0
Gaia21bos,0
Gaia21bor,0
Gaia21boq,55
Gaia21bop,-1
Gaia21boo,0
Gaia21bon,-1
Gaia21bom,-1
Gaia21bol,-1
Gaia21bok,56
Gaia21boj,-1
Gaia21boi,-1
Gaia21boh,-1
Gaia21boe,0
Gaia21bob,0
Gaia21bnz,0
Gaia21bnw,0
Gaia21bnv,0
Gaia21bnu,-1
Gaia21bns,0
Gaia21bnq,0
Gaia21bnp,-1
Gaia21bno,57
Gaia21bnn,0
Gaia21bnm,-1
Gaia21bnl,0
Gaia21bnk,0
Gaia21bni,-1
Gaia21bnh,-1
Gaia21bng,0
Gaia21bnf,-1
Gaia21bne,-1
Gaia21bnd,0
Gaia21bnb,0
Gaia21bmz,0
Gaia21bmy,0
Gaia21bmx,0
Gaia21bmw,0
Gaia21bmv,-1
Gaia21bmo,-1
Gaia21bmm,0
Gaia21bml,0
Gaia21bmk,0
Gaia21bmi,0
Gaia21bmh,-1
Gaia21bmg,0
Gaia21bmf,-1
Gaia21bmd,-1
Gaia21bmc,0
Gaia21bma,0
Gaia21blz,-1
Gaia21bly,0
Gaia21blx,-1
Gaia21blw,-1
Gaia21blv,58
Gaia21bls,0
Gaia21blr,0
Gaia21blq,0
Gaia21blo,0
Gaia21bln,-1
Gaia21blm,-1
Gaia21bll,0
Gaia21blk,-1
Gaia21blj,-1
Gaia21bli,-1
Gaia21blh,0
Gaia21blg,-1
Gaia21ble,-1
Gaia21blc,0
Gaia21blb,-1
Gaia21bkz,0
Gaia21bky,0
Gaia21bkx,-1
Gaia21bkw,0
Gaia21bkv,0
Gaia21bks,0
Gaia21bkr,-1
Gaia21bkp,0
Gaia21bko,0
Gaia21bkn,0
Gaia21bkm,0
Gaia21bkk,0
Gaia21bki,0
Gaia21bkh,0
Gaia21bkg,0
Gaia21bke,0
Gaia21bkd,0
Gaia21bkc,0
Gaia21bkb,0
Gaia21bka,0
Gaia21bjy,0
Gaia21bjx,0
Gaia21bjw,-1
Gaia21bjv,0
Gaia21bju,-1
Gaia21bjt,0
Gaia21bjs,0
Gaia21bjq,0
Gaia21bjo,0
Gaia21bjm,0
Gaia21bjl,0
Gaia21bjk,-1
Gaia21bjj,0
Gaia21bji,0
Gaia21bjh,0
Gaia21bjf,0
Gaia21bje,0
Gaia21bjd,0
Gaia21bjc,0
Gaia21bjb,-1
Gaia21bja,-1
Gaia21biz,0
Gaia21biy,0
Gaia21bix,-1
Gaia21biw,0
Gaia21biu,-1
Gaia21bit,-1
Gaia21bir,0
Gaia21bin,0
Gaia21bim,0
Gaia21bik,0
Gaia21bij,-1
Gaia21bih,0
Gaia21big,-1
Gaia21bie,0
Gaia21bic,0
Gaia21bhz,-1
Gaia21bhy,0
Gaia21bhx,-1
Gaia21bhw,0
Gaia21bhv,0
Gaia21bht,0
Gaia21bhs,0
Gaia21bhr,-1
Gaia21bhp,0
Gaia21bho,0
Gaia21bhn,0
Gaia21bhm,-1
Gaia21bhl,0
Gaia21bhk,0
Gaia21bhj,0
Gaia21bhh,0
Gaia21bhg,-1
Gaia21bhe,-1
Gaia21bhd,-1
Gaia21bhc,0
Gaia21bhb,0
Gaia21bha,-1
Gaia21bgz,0
Gaia21bgy,-1
Gaia21bgx,0
Gaia21bgv,0
Gaia21bgs,0
Gaia21bgr,19
Gaia21bgo,0
Gaia21bgn,0
Gaia21bgm,-1
Gaia21bgl,0
Gaia21bgk,0
Gaia21bgj,0
Gaia21bgi,-1
Gaia21bgf,-1
Gaia21bge,0
Gaia21bga,0
Gaia21bfz,0
Gaia21bfy,0
Gaia21bfx,0
Gaia21bfw,-1
Gaia21bfv,0
Gaia21bfu,0
Gaia21bfs,0
Gaia21bfr,0
Gaia21bfq,-1
Gaia21bfp,-1
Gaia21bfn,0
Gaia21bfk,0
Gaia21bfj,0
Gaia21bfi,0
Gaia21bfh,0
Gaia21bfg,-1
Gaia21bfe,-1
Gaia21bfd,-1
Gaia21bfc,0
Gaia21bfb,-1
Gaia21bez,0
Gaia21bex,0
Gaia21beu,-1
Gaia21bes,-1
Gaia21ber,0
Gaia21bep,0
Gaia21beo,0
Gaia21ben,0
Gaia21bem,0
Gaia21bel,0
Gaia21bek,0
Gaia21bej,-1
Gaia21bei,-1
Gaia21beh,-1
Gaia21beg,0
Gaia21bef,0
Gaia21bee,0
Gaia21bec,-1
Gaia21beb,0
Gaia21bea,59
Gaia21bdx,0
Gaia21bdw,0
Gaia21bdu,0
Gaia21bdt,0
Gaia21bdr,-1
Gaia21bdp,0
Gaia21bdo,-1
Gaia21bdn,0
Gaia21bdl,0
Gaia21bdk,0
Gaia21bdj,0
Gaia21bdi,0
Gaia21bdg,0
Gaia21bdf,0
Gaia21bde,-1
Gaia21bdd,0
Gaia21bdc,0
Gaia21bdb,0
Gaia21bda,0
Gaia21bcz,0
Gaia21bcx,0
Gaia21bcw,0
Gaia21bcv,0
Gaia21bcu,0
Gaia21bct,0
Gaia21bcs,19
Gaia21bcr,0
Gaia21bcq,0
Gaia21bcp,-1
Gaia21bco,0
Gaia21bcn,-1
Gaia21bck,0
Gaia21bcj,0
Gaia21bci,0
Gaia21bch,-1
Gaia21bce,-1
Gaia21bcd,0
Gaia21bcc,-1
Gaia21bcb,0
Gaia21bca,0
Gaia21bbz,0
Gaia21bbx,-1
Gaia21bbw,-1
Gaia21bbv,-1
Gaia21bbu,-1
Gaia21bbt,0
Gaia21bbq,0
Gaia21bbo,-1
Gaia21bbn,0
Gaia21bbl,-1
Gaia21bbk,0
Gaia21bbj,0
Gaia21bbi,0
Gaia21bbg,-1
Gaia21bbf,0
Gaia21bbe,0
Gaia21bbd,0
Gaia21bba,-1
Gaia21bay,0
Gaia21bax,0
Gaia21baw,0
Gaia21bau,0
Gaia21bap,0
Gaia21ban,-1
Gaia21bal,-1
Gaia21bak,0
Gaia21baj,-1
Gaia21bai,-1
Gaia21bah,0
Gaia21bag,0
Gaia21bad,0
Gaia21bac,-1
Gaia21azz,-1
Gaia21azx,0
Gaia21azw,0
Gaia21azv,-1
Gaia21azu,0
Gaia21azt,0
Gaia21azs,0
Gaia21azr,0
Gaia21azq,0
Gaia21azp,0
Gaia21azo,-1
Gaia21azl,-1
Gaia21azk,-1
Gaia21azj,-1
Gaia21azi,0
Gaia21azh,0
Gaia21azg,0
Gaia21azf,-1
Gaia21aze,0
Gaia21azc,-1
Gaia21azb,-1
Gaia21ayx,0
Gaia21ays,-1
Gaia21ayr,0
Gaia21ayq,0
Gaia21ayp,0
Gaia21ayo,0
Gaia21ayn,0
Gaia21ayl,0
Gaia21ayk,0
Gaia21ayj,0
Gaia21ayi,-1
Gaia21ayh,0
Gaia21ayf,0
Gaia21aye,-1
Gaia21ayd,-1
Gaia21ayc,0
Gaia21ayb,0
Gaia21axy,0
Gaia21axx,0
Gaia21axw,-1
Gaia21axv,-1
Gaia21axu,0
Gaia21axs,-1
Gaia21axr,-1
Gaia21axq,0
Gaia21axp,-1
Gaia21axo,0
Gaia21axn,-1
Gaia21axm,0
Gaia21axl,0
Gaia21axk,-1
Gaia21axj,0
Gaia21axi,0
Gaia21axh,0
Gaia21axg,-1
Gaia21axe,0
Gaia21axd,0
Gaia21axb,60
Gaia21awy,-1
Gaia21awx,-1
Gaia21aww,0
Gaia21awv,0
Gaia21aws,0
Gaia21awr,0
Gaia21awq,-1
Gaia21awp,0
Gaia21awo,-1
Gaia21awn,-1
Gaia21awm,-1
Gaia21awl,-1
Gaia21awk,-1
Gaia21awi,-1
Gaia21awh,-1
Gaia21awg,-1
Gaia21awf,0
Gaia21awe,-1
Gaia21awd,0
Gaia21avz,0
Gaia21avw,-1
Gaia21avv,-1
Gaia21avu,0
Gaia21avs,0
Gaia21avr,0
Gaia21avq,0
Gaia21avp,0
Gaia21avo,-1
Gaia21avn,0
Gaia21avm,0
Gaia21avl,0
Gaia21avh,0
Gaia21avf,0
Gaia21ave,0
Gaia21avd,0
Gaia21avc,0
Gaia21avb,0
Gaia21ava,-1
Gaia21auz,-1
Gaia21auy,-1
Gaia21aux,-1
Gaia21auw,0
Gaia21auv,-1
Gaia21auu,-1
Gaia21aus,0
Gaia21aur,0
Gaia21aup,0
Gaia21auo,0
Gaia21aun,-1
Gaia21aum,0
Gaia21aul,-1
Gaia21auk,0
Gaia21auj,0
Gaia21aug,0
Gaia21aue,0
Gaia21aud,0
Gaia21aua,-1
Gaia21atz,-1
Gaia21aty,-1
Gaia21atx,0
Gaia21atw,-1
Gaia21atv,0
Gaia21atu,0
Gaia21att,-1
Gaia21atr,-1
Gaia21atq,0
Gaia21atn,0
Gaia21atm,0
Gaia21atl,0
Gaia21atk,0
Gaia21atj,-1
Gaia21ati,-1
Gaia21atf,0
Gaia21atd,0
Gaia21atc,0
Gaia21atb,-1
Gaia21ata,0
Gaia21asz,-1
Gaia21asx,0
Gaia21asv,-1
Gaia21asu,0
Gaia21ast,0
Gaia21asq,-1
Gaia21asp,37
Gaia21aso,-1
Gaia21asl,-1
Gaia21ask,0
Gaia21asj,-1
Gaia21asi,-1
Gaia21ash,-1
Gaia21asg,0
Gaia21asf,0
Gaia21ase,0
Gaia21asc,0
Gaia21asa,0
Gaia21arz,0
Gaia21ary,-1
Gaia21arx,-1
Gaia21arw,-1
Gaia21arv,-1
Gaia21art,-1
Gaia21ars,-1
Gaia21arq,0
Gaia21arp,0
Gaia21arm,0
Gaia21arl,-1
Gaia21ari,0
Gaia21are,0
Gaia21ard,0
Gaia21arc,0
Gaia21arb,-1
Gaia21ara,0
Gaia21aqy,-1
Gaia21aqu,0
Gaia21aqs,0
Gaia21aqq,0
Gaia21aqp,-1
Gaia21aqn,0
Gaia21aqm,0
Gaia21aql,0
Gaia21aqk,0
Gaia21aqj,0
Gaia21aqf,0
Gaia21aqd,0
Gaia21aqa,0
Gaia21apz,0
Gaia21apy,0
Gaia21apx,-1
Gaia21apw,-1
Gaia21apv,4
Gaia21apu,-1
Gaia21apt,-1
Gaia21aps,0
Gaia21apq,-1
Gaia21apo,0
Gaia21apm,0
Gaia21apk,0
Gaia21apj,-1
Gaia21aph,-1
Gaia21apg,-1
Gaia21apf,0
Gaia21apd,-1
Gaia21apb,0
Gaia21aow,-1
Gaia21aou,0
Gaia21aot,0
Gaia21aos,61
Gaia21aor,-1
Gaia21aop,0
Gaia21aoo,0
Gaia21aon,0
Gaia21aom,0
Gaia21aol,0
Gaia21aok,0
Gaia21aoj,-1
Gaia21aod,0
Gaia21aoc,-1
Gaia21aoa,0
Gaia21anz,0
Gaia21anx,0
Gaia21anv,0
Gaia21anu,0
Gaia21ant,-1
Gaia21anr,0
Gaia21anq,-1
Gaia21anp,-1
Gaia21ano,0
Gaia21ann,-1
Gaia21anm,-1
Gaia21anl,0
Gaia21anj,0
Gaia21ang,0
Gaia21ane,0
Gaia21anc,0
Gaia21anb,62
Gaia21amz,0
Gaia21amx,0
Gaia21amw,-1
Gaia21amv,0
Gaia21amt,0
Gaia21amr,-1
Gaia21amq,0
Gaia21amp,-1
Gaia21amo,0
Gaia21amn,-1
Gaia21amm,0
Gaia21amk,0
Gaia21amg,0
Gaia21ame,-1
